Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo,Puntaje,Puntaje_v3
@gob_Escobedo,Gobierno de Escobedo,"Jun 21, 2024 · 2:20 AM UTC",almomento pm cierre total de carretera a monclova en el tramo de libramiento y colombia por encharcamiento para evitar accidentes así como cierre de av santa bárbara en ambos sentidos,16,7,1,0,https://twitter.com/gob_Escobedo/status/1803976257144504424#m,['https://pbs.twimg.com/media/GQkC2CXWIAAfEDO.jpg'],,,no se relaciona,0.4254769533872604,-1.2082115095108747
@cesarmty,César Cepeda,"Jun 21, 2024 · 1:18 AM UTC",importante después de alberto en el golfo de méxico está en proceso de formación otro ciclón de probabilidad y que en caso de que se confirme se llamaría berly y se espera que traiga más lluvias a nuevo león en los próximos días,1721,330,49,76,https://twitter.com/cesarmty/status/1803960626458337550#m,['https://pbs.twimg.com/media/GQj0itAXgAASl0P.jpg'],,,lluvia,0.4288287535309791,-1.3434940045699477
@ShiirleyHdez,ShirleyHernandez,"Jun 21, 2024 · 1:24 AM UTC",así luce el río santa catarina internautas registraron como luce el río santa catarina tras la tormenta tropical alberto mtyfollow comunidadmty aztecacomunidad magssp irashemitat ríosantacatarina nl tormentaalberto,18,4,0,1,https://twitter.com/ShiirleyHdez/status/1803962120465453271#m,,['https://video.twimg.com/ext_tw_video/1803962091713499140/pu/pl/OcXwEu7pXh3rB8Oh.m3u8?tag=12'],,eléctrico,-0.4995394200086593,-1.2935439981520176
@cesarmty,César Cepeda,"Jun 21, 2024 · 12:38 AM UTC",ultimahora en montemorelos un helicóptero de pcnuevoleon acaba de realizar un rescate de tres personas que se encontraban atrapadas en su casa y en riesgo por la crecida del río ramos por la tormenta alberto en nuevo león,861,99,14,2,https://twitter.com/cesarmty/status/1803950585802035273#m,,['https://video.twimg.com/ext_tw_video/1803950496752779265/pu/pl/GdXj8OOgdwy0NHTY.m3u8?tag=12'],,no se relaciona,0.4234458804130554,-1.3275983333587646
@ShiirleyHdez,ShirleyHernandez,"Jun 21, 2024 · 12:32 AM UTC",se arriesgan para tomarse la selfie en el río santa catarina ante la tormenta tropical alberto decenas de personas arriesgan su vida para irse a tomar una foto en el río santa catarina mtyfollow comunidadmty aztecacomunidad,9,1,2,0,https://twitter.com/ShiirleyHdez/status/1803949075106271674#m,,['https://video.twimg.com/ext_tw_video/1803949066730225664/pu/pl/0j90lRZ4JckLwf2k.m3u8?tag=12'],,inundación,0.0193001627922058,-1.2452706899493933
@PorvenirMx,El Porvenir MX,"Jun 21, 2024 · 12:35 AM UTC",local i reportan desbordamiento de la cascada de cola de caballo tras el paso de la tormenta alberto por santiago nuevo león mtyfollow,16,4,3,0,https://twitter.com/PorvenirMx/status/1803949938667065841#m,,['https://video.twimg.com/ext_tw_video/1803922603234492416/pu/pl/7mu73nwBkDjRsLGU.m3u8?tag=12'],,inundación,-0.9412320107221605,-1.2550043538212776
@ShiirleyHdez,ShirleyHernandez,"Jun 21, 2024 · 12:09 AM UTC",salva protección civil aramberri a mujer con su perro ante las inundaciones provocadas por la tormenta tropical alberto protección civil de aramberri rescató a una mujer que se quedó atrapada en el agua con su perrito mtyfollow comunidadmty aztecacomunidad,23,6,3,1,https://twitter.com/ShiirleyHdez/status/1803943380436815943#m,,['https://video.twimg.com/ext_tw_video/1803943358928420864/pu/pl/gEt0Rhc1PXbGFfBR.m3u8?tag=12'],,inundación,0.0556021034717559,-1.2797370702028275
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",cuáles son los beneficios de las lluvias provocadas por la tormenta alberto qué acciones estamos realizando para minimizar las fallas eléctricas en sistemas de bombeo habrá más precipitaciones importantes estos son los datos que debes conocer del nlinforma,34,4,19,1,https://twitter.com/ayd_monterrey/status/1803981637971251536#m,['https://pbs.twimg.com/media/GQkHBywakAEJhud.jpg'],,,lluvia,0.7311226800084114,-1.2739040091633798
@ayd_monterrey,Agua y Drenaje Mty,"Jun 22, 2024 · 12:46 AM UTC",así se encuentra la presa la boca con sus niveles a tope a la altura del malecón cabe mencionar que esto es el acumulado de días y se pronostican lluvias intensas el domingo presalaboca mtynl agua,4,0,0,0,https://twitter.com/ayd_monterrey/status/1804314946181734898#m,,['https://video.twimg.com/ext_tw_video/1804314907854192640/pu/pl/eManaIi1rjPxRsrx.m3u8?tag=12'],,lluvia,0.1551159173250198,-1.3818340450525284
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",con lo que se cerraría con un promedio de hasta mm de lluvias extraordinarias,6,0,0,0,https://twitter.com/ayd_monterrey/status/1803981653263688189#m,,,,lluvia,0.0615110546350479,-1.3683406338095665
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",esta agua no es recomendable para su consumo pero si puede ser utilizada en tareas del hogar o incluso para ducharse y lavarse las manos,2,0,2,0,https://twitter.com/ayd_monterrey/status/1803981650289922189#m,,,,no se relaciona,-0.7249585660174489,-1.0201723277568817
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",la turbiedad del agua que se presenta en la red de distribución desaparecerá con el paso de los días,2,0,1,0,https://twitter.com/ayd_monterrey/status/1803981648972910597#m,,,,inundación,-0.3473622500896454,-1.015596017241478
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",a pesar de la turbiedad que se presenta en las presas por las lluvias las plantas potabilizadoras la boca y san roque continúan operando con normalidad,2,0,1,0,https://twitter.com/ayd_monterrey/status/1803981647546900895#m,,,,lluvia,-0.235753908753395,-1.4050352927297354
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",por lo que el suministro de agua potable de los municipios de garcía y santa catarina se refuerza con agua proveniente de san pedro y el sistema mty v además de la operación de pipas de agua,3,0,5,0,https://twitter.com/ayd_monterrey/status/1803981646187892815#m,,,,inundación,0.8517061248421669,-1.0228708684444427
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",se presentan fallas eléctricas en los sistemas de bombeo de tanques de almacenamiento y pozos derivados del paso de la tormenta,3,0,2,0,https://twitter.com/ayd_monterrey/status/1803981644854137244#m,,,,no se relaciona,-1.2163596730679274,-1.201919388025999
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",mientras que las presas cerro prieto cuchillo y libertad tardarán hasta hrs en reflejar las ganancias tras las lluvias,1,0,1,0,https://twitter.com/ayd_monterrey/status/1803981642094252227#m,,,,lluvia,-0.2875006347894668,-1.3856950290501118
@ayd_monterrey,Agua y Drenaje Mty,"Jun 19, 2024 · 12:03 AM UTC",ya disponible conoce sobre el rpi una solución implementada en diversas ciudades del mundo para asegurar el suministro de agua escúchalo ahora en facebook youtube spotify y amazon music,4,0,2,0,https://twitter.com/ayd_monterrey/status/1803216876811559182#m,['https://pbs.twimg.com/media/GQY_0vmXAAAu8HS.jpg'],,,no se relaciona,1.1084248833358288,-0.9522765353322029
@Sergio197093401,KEKO ONTIVEROS GUERRA 🍷,"Jun 21, 2024 · 7:30 PM UTC",las montañas están verdes las presas están llenas y los ríos tienen agua te amo monterrey,2761,385,28,30,https://twitter.com/Sergio197093401/status/1804235375071891656#m,['https://pbs.twimg.com/media/GQnugsRakAEnB9g.jpg'],,,lluvia,0.5790156424045563,-1.0355813205242157
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 22, 2024 · 12:22 AM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,156,36,11,3,https://twitter.com/LCAlatorre/status/1804308975107621147#m,"['https://pbs.twimg.com/media/GQoxcUPakAE0iQ5.jpg', 'https://pbs.twimg.com/media/GQoxcU8akAUJZK9.jpg', 'https://pbs.twimg.com/media/GQoxcU8akAYDDUQ.jpg']",,,lluvia,-0.7550448253750801,-1.4006149005144835
@SISmty,Secretaría de Infraestructura Sostenible Monterrey,"Jun 21, 2024 · 11:48 PM UTC",recuerda que aún hay pronóstico de lluvia por lo que te solicitamos no arrojar basura a la vía pública y así mantener limpias las rejillas de drenaje pluvial contribuyendo a evitar encharcamientos en la ciudad durante estos días así detectamos algunas rejillas,2,1,1,0,https://twitter.com/SISmty/status/1804300337693487493#m,"['https://pbs.twimg.com/media/GQopGHYX0AAmhEG.jpg', 'https://pbs.twimg.com/media/GQopHiAXwAACqmF.jpg']",,,lluvia,0.9812614917755128,-1.2884159609675407
@JudithMedrano,Judith Medrano,"Jun 22, 2024 · 12:18 AM UTC",se registra deslave en el cerro del topo chico debido a lluvias en las col unidad el pueblo y fomerrey se evalúan daños y se atiende a vecinos quienes no presentan heridas de gravedad no hay pérdidas humanas en el lugar caen piedras en las orillas del cerro vía pcmty,12,6,0,0,https://twitter.com/JudithMedrano/status/1804307854330913090#m,,['https://video.twimg.com/ext_tw_video/1804307810043244544/pu/pl/aSXyjG0e4pGh55iL.m3u8?tag=12'],,inundación,-1.010656714439392,-1.4289077445864677
@PortalElPunto,Portal El Punto,"Jun 22, 2024 · 12:16 AM UTC",anuncia colosioriojas evaluación de daños por lluvias y anticipa plan de contingencia vial en mtygob,0,1,0,0,https://twitter.com/PortalElPunto/status/1804307470254293226#m,['https://pbs.twimg.com/media/GQowDbtXkAA5Nn_.jpg'],,,lluvia,0.5871114879846573,-1.414523970335722
@PorvenirMx,El Porvenir MX,"Jun 21, 2024 · 10:53 PM UTC",seguridad i esta mañana se reportó un deslave en el cerro del topo chico tras la intensa lluvia reportada este jueves por la tormenta tropical alberto mtyfollow,3,1,0,0,https://twitter.com/PorvenirMx/status/1804286647661658136#m,,['https://video.twimg.com/ext_tw_video/1804286497740529664/pu/pl/0ZphdCrjhDwsWNjH.m3u8?tag=12'],,lluvia,-0.3140565454959869,-1.3289666771888733
@MelRayada,La TIA Ⓜ️ELY Rayada 🇫🇮7️⃣,"Jun 21, 2024 · 6:59 PM UTC",recorrido por la zona de desastre en ave colosio el equipo trabaja a marchas forzadas para restablecer el servicio de agua y luz y remoción de escombro en santacatarina comunidadsanta loquepasaennl nmasmonterrey asiesmonterrey,105,19,14,2,https://twitter.com/MelRayada/status/1804227657489367106#m,,['https://video.twimg.com/amplify_video/1804227539855945729/pl/kjEiWF4SQyeojTxj.m3u8?tag=16'],,inundación,0.1597320139408111,-1.006292149424553
@cesarmty,César Cepeda,"Jun 21, 2024 · 11:23 PM UTC",con dirección al cuchillo así el trasvase hoy en la presa la boca en santiago tras las lluvias de la tormenta roberto en nuevoleon saben por qué se llama la boca,102,16,8,0,https://twitter.com/cesarmty/status/1804294062687588586#m,,['https://video.twimg.com/ext_tw_video/1804293776178819072/pu/pl/sut7-hfkaMhEzPyq.m3u8?tag=12'],,lluvia,-0.1244242340326309,-1.3233789829537272
@Informativo3651,Informativo365,"Jun 21, 2024 · 7:53 PM UTC",lluvias tormentatropical alberto captan a grupo de personas arrojando basura al ríopilón en montemorelosnl al menos siete bolsas de desechos fueron arrojadas al afluente,31,11,7,2,https://twitter.com/Informativo3651/status/1804241189878517820#m,"['https://pbs.twimg.com/media/GQnzLfgW0AA-WcU.jpg', 'https://pbs.twimg.com/media/GQnzLffXsAAJ0UW.jpg']",,,lluvia,-1.322008740156889,-1.3525340454652905
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 9:28 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm somosconagua,792,107,28,14,https://twitter.com/LCAlatorre/status/1804265183151550757#m,,,,lluvia,-0.8226194158196449,-1.4052714481949806
@telediariomty,@telediariomty,"Jun 21, 2024 · 6:42 PM UTC",aparecen cascadas tras lluvias en viviendas en col topo chico telediariovespertino con licmariajulia y erikreportero,27,6,2,0,https://twitter.com/telediariomty/status/1804223268041196028#m,,['https://video.twimg.com/amplify_video/1804221831856939008/pl/vhxaod-NawcOVNCz.m3u8?tag=14'],,lluvia,-1.1059810929000378,-1.3737189564853907
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 21, 2024 · 5:58 PM UTC",dias históricos para nl pues la tormenta ciclonica alberto le a dado un respiro y vida a toda la región después de los últimos años de escasez del vital liquido en el estado y en general todo méxico los invito a conservar los hábitos que hemos adquirido en el cuidado del agua,807,107,11,4,https://twitter.com/LoQuePasaEnNL/status/1804212250644975773#m,"['https://pbs.twimg.com/media/GQnZewZWoAA7LfU.jpg', 'https://pbs.twimg.com/media/GQnZexcWQAAPPxP.jpg', 'https://pbs.twimg.com/media/GQnZexWX0AAsqxZ.jpg', 'https://pbs.twimg.com/media/GQnZeygXwAAGgml.jpg']",,,no se relaciona,1.37068628706038,-1.2466483116149902
@cesarmty,César Cepeda,"Jun 21, 2024 · 6:20 PM UTC",importante la presa el cuchillo el embalse de agua más grande de nuevo león alcanzó hoy el de almacenamiento gracias a las lluvias de alberto se espera que en los próximos días siga captando agua hasta alcanzar un de su capacidad que millones dmts,1048,100,26,4,https://twitter.com/cesarmty/status/1804217895267791336#m,['https://pbs.twimg.com/media/GQnd0O-W0AAxO3k.jpg'],,,lluvia,1.1774176359176636,-1.3469734815880656
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 6:26 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,973,132,39,16,https://twitter.com/LCAlatorre/status/1804219252544880998#m,,,,lluvia,-0.7550448253750801,-1.4006149005144835
@Sandrine_SBH,Sandrine Molinard,"Jun 21, 2024 · 3:00 PM UTC",curioso los árboles no fueron los malos de la película al contrario parece que dónde había vegetación se frenó el agua y hubieron menos daños,143,45,6,0,https://twitter.com/Sandrine_SBH/status/1804167492832760126#m,['https://pbs.twimg.com/media/GQmwxgIakAI40G5.jpg'],,,inundación,0.0598969981074333,-1.326053547859192
@elnortelocal,elnortelocal,"Jun 21, 2024 · 4:49 PM UTC",entérate toneladas de escombro y basura sepultan la avenida luis donaldo colosio en santa catarina tras escurrimientos por la tormenta alberto,6,2,1,0,https://twitter.com/elnortelocal/status/1804195016228901325#m,,,,inundación,-1.238953746855259,-1.2836247868835926
@cesarmty,César Cepeda,"Jun 21, 2024 · 4:54 PM UTC",actualizacion el gobernador samuelgarcias anunció que este lunes enviaría el presupuesto completo al congresonl esperando que se aprueben recursos para los municipios para la reconstrucción por la tormenta alberto en nuevo león,15,1,9,1,https://twitter.com/cesarmty/status/1804196212163383469#m,['https://pbs.twimg.com/media/GQnK4mlXoAAQNfC.jpg'],,,inundación,-0.5188069939613342,-1.2605478540062904
@cesarmty,César Cepeda,"Jun 21, 2024 · 4:18 PM UTC",ultimahora el gobernador samuelgarcias hace un llamado a la unidad política en nuevo león para que en el congresonl se vote el presupuesto y se puedan destinar recursos a los municipios para las obras de reconstrucción por la tormenta alberto,212,21,129,18,https://twitter.com/cesarmty/status/1804187116831711478#m,['https://pbs.twimg.com/media/GQnClW-WUAA2NS7.jpg'],,,eléctrico,-0.5388285368680954,-1.2696128487586975
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 21, 2024 · 5:20 PM UTC",alcaldes siempre puestos para trabajar coordinados no solo en este asunto sino en todos gobernador samuelgarcias de una vez resolvemos los adeudos de la ley de egresos de ya hay agua reiniciemos con voluntad y nuevos horizontes cesarmty joluisgarcia,398,94,82,8,https://twitter.com/daniel_carrillo/status/1804202710574551133#m,,,,no se relaciona,1.1957556903362274,-1.029794842004776
@dreyesmty,Daniel Reyes,"Jun 21, 2024 · 5:11 PM UTC",siete meses después del plazo que marca la constitución samuelgarcias anunció que enviará completo el presupuesto para incluir fondos que ayuden a la reparación de daños de la tormenta alberto,31,20,9,1,https://twitter.com/dreyesmty/status/1804200461123121379#m,['https://pbs.twimg.com/media/GQnOwWfX0AAioij.jpg'],,,inundación,-0.5143754929304123,-1.3394604241475463
@cesarmty,César Cepeda,"Jun 21, 2024 · 2:24 PM UTC",importante hay dos zonas de baja presión una en campeche y otra en bahamas con posibilidades de convertirse en tormentas en los próximos días como fue alberto y podría traer lluvias a nuevo león monterrey tamaulipas vía conaguaclima,118,20,1,0,https://twitter.com/cesarmty/status/1804158530510872954#m,['https://pbs.twimg.com/media/GQmoHgWXIAAm9MH.jpg'],,,lluvia,0.8806233406066895,-1.288925547618419
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 4:46 PM UTC",al corte de las de este viernes así luce la presa la boca tras las fuertes lluvias en la entidad,232,33,1,0,https://twitter.com/ABCNoticiasMX/status/1804194132841132380#m,,['https://video.twimg.com/ext_tw_video/1804194078998802432/pu/pl/SOhZJb5t4hT3XJ-R.m3u8?tag=12'],,lluvia,-0.9070764631032944,-1.2456771675497293
@elnortelocal,elnortelocal,"Jun 21, 2024 · 4:50 PM UTC",entérate tras las lluvias de alberto el gobernador samuel garcía se compromete a arrancar el lunes la reconstrucción de los daños en el par vial,8,1,2,0,https://twitter.com/elnortelocal/status/1804195172462522809#m,,,,lluvia,0.2675295025110245,-1.3927829153835773
@angelcharlsmty,Angel Charles,"Jun 21, 2024 · 4:49 PM UTC",para dimensionar la cantidad de lluvia que cayó en las últimas hrs en nl en la estación de la presa la boca han caído casi milímetros en promedio en nl llueven milímetros al año en días ha caído el de lo que llueve en el año,43,9,1,0,https://twitter.com/angelcharlsmty/status/1804195000315502909#m,,,,lluvia,-0.6751242130994797,-1.403507998213172
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 21, 2024 · 4:12 PM UTC",precauciónvial fidel velazquezbarragan abierto y aforo fluido encharcamientos menores maneje con precaución saldrá el sol por momentos no se confíen seguirán lluvias cicmty gobsannicolas camiondesde lilyolivaresc chaledelafuente,67,26,5,0,https://twitter.com/daniel_carrillo/status/1804185510429982926#m,['https://pbs.twimg.com/media/GQnBKCwXwAAxvkr.jpg'],,,lluvia,-0.7085212729871273,-1.2859496250748634
@GermanMSantoyo,Germán A. Martínez Santoyo,"Jun 21, 2024 · 2:58 PM UTC",un canal de bajapresión en la sierra madre occidental y centro de provocará lluvias torrenciales en gro oax pue y ver intensas en camp tamps chis col hgo jal mich qroo slp tab y yuc muy fuertes en edomex gto mor nay nl qro y tlax,55,22,1,2,https://twitter.com/GermanMSantoyo/status/1804166978799563137#m,['https://pbs.twimg.com/media/GQmvCSjXYAEASjW.jpg'],,,lluvia,-0.9082195162773132,-1.3818530905991793
@jcarlos_INFO7,Juan C. Maldonado,"Jun 21, 2024 · 3:58 PM UTC",los escurrimientos ahora seran el foco de atención de los cerros que rodean a la ciudad siguen bajando grandes cantidades de agua imágenes del interior de una casa en la colonia fomerrey monterrey lluvias,5,3,0,0,https://twitter.com/jcarlos_INFO7/status/1804182028268515519#m,,['https://video.twimg.com/ext_tw_video/1804182009989750784/pu/pl/AeyD1_3UtS3L4ddr.m3u8?tag=12'],,lluvia,-0.3859486579895019,-1.3916642852127552
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 21, 2024 · 3:52 PM UTC",buenos días bomberos nl estación en coordinación con prot civil santa catarina atendemos reporte de incendio en vivienda en la colonia a la fama ii en santacatarina nl logrando el rescate de personas con vida y una mascota,18,3,0,0,https://twitter.com/saz2000/status/1804180691774742753#m,"['https://pbs.twimg.com/media/GQm8xtbakAADIy-.jpg', 'https://pbs.twimg.com/media/GQm8xtZbUAAHPl2.jpg']",,,eléctrico,0.4294168725609779,-1.518861085176468
@elnortelocal,elnortelocal,"Jun 21, 2024 · 2:36 PM UTC",local la tormenta alberto ya impacta en recarga de presas de nl y en algunos daños que no fueron similares a los causados por otros fenómenos más información en,16,2,0,1,https://twitter.com/elnortelocal/status/1804161377080139789#m,,,,no se relaciona,-0.0819204151630401,-1.4095432050526142
@asalmendez,Alejandro S. Méndez ⚒️,"Jun 20, 2024 · 6:02 PM UTC",la lluvia milímetros o litros en meteorología la lluvia se mide en milímetros mm pero un mm no es una unidad de volumen cómo funciona mm litro por metro cuadrado si caen mm son litros por metro cuadrado vaciando esos litros en m el,733,258,10,4,https://twitter.com/asalmendez/status/1803850975381164265#m,['https://pbs.twimg.com/media/GQiQdLrW4AAEUiN.png'],,,lluvia,-0.8563111945986748,-1.4284353777766228
@Apodaca_News,APODACA NEWS,"Jun 21, 2024 · 3:33 PM UTC",precaución en isidoro sepúlveda y miguel aleman apodaca la caída de agua a las alcantarillas es muy fuerte y provoca que se salga el agua aydmonterrey staclinea,35,6,1,0,https://twitter.com/Apodaca_News/status/1804175878940770749#m,['https://pbs.twimg.com/media/GQm4ZiDWUAAXrHh.jpg'],,,inundación,-1.213982531800866,-1.0984749319031835
@municipiodegpe,Municipio de Guadalupe,"Jun 21, 2024 · 4:58 PM UTC",nuestro personal de servicios públicos de guadalupenl se encuentra en recorrido por toda la ciudad realizando la limpieza de rejillas para el correcto flujo del agua en estos momentos se ubican en el sector de av lázaro cárdenas y las torres,1,0,1,0,https://twitter.com/municipiodegpe/status/1804197305421054367#m,"['https://pbs.twimg.com/media/GQnL4q1akAAJOzy.jpg', 'https://pbs.twimg.com/media/GQnL4q1akAIhDe1.jpg']",,,eléctrico,1.3597475541755557,-1.0058746486902237
@municipiodegpe,Municipio de Guadalupe,"Jun 21, 2024 · 3:47 AM UTC",los trabajos de limpieza de rejillas en el municipio de guadalupenl continuaron durante todo este jueves para ayudar al flujo de agua en los siguientes puntos av pablo livas frente al estadio bbva av morones prieto a la altura de corregidora,6,1,0,0,https://twitter.com/municipiodegpe/status/1803998195875225829#m,"['https://pbs.twimg.com/media/GQkWy7vbAAAJZZP.jpg', 'https://pbs.twimg.com/media/GQkWy7wakAIKxsT.jpg', 'https://pbs.twimg.com/media/GQkWy7ub0AAwcDi.jpg', 'https://pbs.twimg.com/media/GQkWy71akAITU-g.jpg']",,,no se relaciona,1.0012019835412502,-0.9849717617034912
@municipiodegpe,Municipio de Guadalupe,"Jun 21, 2024 · 12:30 AM UTC",ante las intensas lluvias se supervisa el cauce del río la silla y se aprovechó para brindar alimento a los patos del parque tolteca guadalupenl para que puedan sobrevivir a estas lluvias,15,2,1,0,https://twitter.com/municipiodegpe/status/1803948447915217120#m,"['https://pbs.twimg.com/media/GQjGR2eWgAACQXt.jpg', 'https://pbs.twimg.com/media/GQjGR2dWAAA6tot.jpg', 'https://pbs.twimg.com/media/GQjGR2fXkAAC1zq.jpg', 'https://pbs.twimg.com/media/GQjGR2fXUAE-lMj.jpg']",,,lluvia,1.112653709948063,-1.3459322536364198
@municipiodegpe,Municipio de Guadalupe,"Jun 20, 2024 · 11:30 PM UTC",elementos de bomberos gpe con apoyo de sspguadalupe auxiliaron a unas personas que se encontraban en el lecho del río santa catarina recuerden evitar cruzar por ríos arroyos o cualquier corriente de agua ante cualquier emergencia llama al,1,1,0,0,https://twitter.com/municipiodegpe/status/1803933349959848075#m,"['https://pbs.twimg.com/media/GQjDuXZXEAAUD9v.jpg', 'https://pbs.twimg.com/media/GQjDuXZXUAAWAgz.jpg', 'https://pbs.twimg.com/media/GQjDuXWW8AAVICg.jpg']",,,eléctrico,0.0022342056035995,-1.0121131837368011
@municipiodegpe,Municipio de Guadalupe,"Jun 20, 2024 · 3:51 PM UTC",personas fueron evacuadas y rescatadas por pcgp y bomberos gpe en la col orizaba debido a la cantidad de agua en el río la silla algunos fueron llevados a casas de vecinos y otros optaron por refugiarse con familiares reiteramos mantenerse en casa sspguadalupe,2,1,0,0,https://twitter.com/municipiodegpe/status/1803817845832225075#m,,['https://video.twimg.com/ext_tw_video/1803815876040249344/pu/pl/Ee9OrivIyp-ZgDyU.m3u8?tag=12'],,eléctrico,-1.2927064672112465,-1.06132373213768
@municipiodegpe,Municipio de Guadalupe,"Jun 20, 2024 · 2:41 PM UTC",al momento informe am río sta catarina sin desborde río la silla desborde del cauce col felipe ángeles parque tolteca y col orizaba arroyo las tinajas con desbordes col las flores arroyo la talaverna al al momento familias evacuadas de col orizaba,7,3,1,0,https://twitter.com/municipiodegpe/status/1803800396093182419#m,,,,inundación,-1.0215519592165947,-1.6457499600946903
@municipiodegpe,Municipio de Guadalupe,"Jun 20, 2024 · 3:08 AM UTC",en el municipio de guadalupenl contamos con tres albergues habilitados para personas en situación de vulnerabilidad sitios de riesgo o cualquier ciudadano que requiera resguardo de las lluvias pcgpe ante cualquier emergencia marca laciudadparacrecer,4,1,0,0,https://twitter.com/municipiodegpe/status/1803625994160378045#m,['https://pbs.twimg.com/media/GQfESHxWwAArbap.jpg'],,,lluvia,0.9061505682766438,-1.4239951018244028
@municipiodegpe,Municipio de Guadalupe,"Jun 20, 2024 · 12:43 AM UTC",importante automovilistas que circulan por el municipio de guadalupenl les compartimos las alternativas viales ante las fuertes lluvia que persisten en la ciudad para cualquier emergencia llamar al,25,17,1,0,https://twitter.com/municipiodegpe/status/1803589442957091021#m,"['https://pbs.twimg.com/media/GQejCV7XQAAm08N.jpg', 'https://pbs.twimg.com/media/GQejCV5XgAAT-8w.jpg', 'https://pbs.twimg.com/media/GQejCV3WIAA2bML.jpg', 'https://pbs.twimg.com/media/GQejCV5WcAAoNJY.jpg']",,,lluvia,1.4147783759981394,-1.3854570016264915
@municipiodegpe,Municipio de Guadalupe,"Jun 19, 2024 · 6:30 PM UTC",de manera preventiva y en favor de la seguridad de la ciudadanía se realizaron trabajos de limpieza y desazolve en canales ríos y arroyos de la ciudad para evitar acumulaciones y aminorar el efecto de las lluvias en gpe laciudadparacrecer,0,0,0,0,https://twitter.com/municipiodegpe/status/1803495463246606477#m,"['https://pbs.twimg.com/media/GQcqiF6W0AAdg7J.jpg', 'https://pbs.twimg.com/media/GQcqiF3XgAAj203.jpg', 'https://pbs.twimg.com/media/GQcqiF3XMAA_LFa.jpg', 'https://pbs.twimg.com/media/GQcqiF4XgAALVEe.jpg']",,,lluvia,0.9822998568415642,-1.3956214375793934
@municipiodegpe,Municipio de Guadalupe,"Jun 19, 2024 · 5:30 PM UTC",ante las pronosticadas lluvias realizamos labores de limpieza y desazolve en gpe pedimos a la ciudadanía mantener despejadas sus banquetas y frente de sus casas libres de basura u objetos que puedan ser arrastrados en caso de corrientes laciudadparacrecer,4,2,4,0,https://twitter.com/municipiodegpe/status/1803480364155093003#m,,['https://video.twimg.com/ext_tw_video/1803457674618499073/pu/pl/2qKjkZyfHL-gqzhu.m3u8?tag=12'],,lluvia,0.0691193640232086,-1.4124795775860548
@municipiodegpe,Municipio de Guadalupe,"Jun 19, 2024 · 2:20 PM UTC",la basura en las calles al caer la lluvia obstruye el escurrimiento del agua y tapa las rejillas pluviales ayúdanos a depositarla en su lugar y no dejar bolsas de basura en banquetas para evitar que sean arrastradas por tu seguridad sigue las recomendaciones de pcgpe,1,0,0,0,https://twitter.com/municipiodegpe/status/1803432588788306013#m,['https://pbs.twimg.com/media/GQcUYZsXwAEbBRk.jpg'],,,lluvia,1.388155184686184,-1.4061051029711962
@municipiodegpe,Municipio de Guadalupe,"Jun 19, 2024 · 3:17 AM UTC",ante el pronóstico de lluvias que se presentarán en la zona metropolitana a partir del miércoles personal municipal visitó a los vecinos de las colonias las flores y el realito para brindar información sobre las recomendaciones para salvaguardar la integridad de la ciudadanía,1,0,0,0,https://twitter.com/municipiodegpe/status/1803265707695862011#m,"['https://pbs.twimg.com/media/GQZ8lkHWMAA3KRd.jpg', 'https://pbs.twimg.com/media/GQZ8lkCWUAAbSAk.jpg', 'https://pbs.twimg.com/media/GQZ8lkDX0AAsMFQ.jpg', 'https://pbs.twimg.com/media/GQZ8lkEWwAEgZyp.jpg']",,,lluvia,0.7278503850102425,-1.3793411925435066
