Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo,Puntaje,municipio,colonia,calle,locacion,GPE,facilidad,geometría,Puntaje_diferencia_0.05
@saz2000,Alejandro Zuñiga/Bomberos NL,"May 28, 2023 · 11:45 PM UTC",bomberos nl estación atendió reporte de incendio en vehículo zona centro de santacatarina nl,8,1,0,0,https://twitter.com/saz2000/status/1662968416339206144#m,"['https://pbs.twimg.com/media/FxQM9dhWcAIZNgS.jpg', 'https://pbs.twimg.com/media/FxQM9dfXsAUrz_V.jpg']",,,eléctrico,-1.1322133392095566,[],[],[],[],['nl'],[],,-1.6387921534478664
@pc_mty,Protección Civil Monterrey,"May 19, 2023 · 8:29 PM UTC",se atiende reporte de un incendio de tejabanes en juan de la barrera y la via a tampico de la col reforma se trabaja en el lugar con el equipo contra incendios en conjunto con personal de bomberosnl y personal de servpublicosmty con pipas con agua información en proceso,13,6,0,0,https://twitter.com/pc_mty/status/1659657573820145707#m,,['https://video.twimg.com/ext_tw_video/1659657248686088222/pu/pl/D9GERDkPbRTG9X9R.m3u8?tag=12'],,eléctrico,0.7091887593269348,,REFORMA,[],[],[],[],"MULTIPOLYGON Z (((-100.29757000035511 25.694259999699398 0, -100.29731999961814 25.694290000183514 0, -100.29651000003633 25.69441999988328 0, -100.29534999960265 25.6946499996979 0, -100.29527999997185 25.694660000159047 0, -100.29431000020617 25.694849999927726 0, -100.29269999970506 25.695150000272463 0, -100.29224000007582 25.695230000364404 0, -100.29172000037755 25.695279999972172 0, -100.2912500002871 25.695299999995143 0, -100.29074000015072 25.695299999995143 0, -100.29057000040507 25.695299999995143 0, -100.29027000006033 25.69523999992623 0, -100.28977999994692 25.695250000387375 0, -100.28930000029465 25.6952599999492 0, -100.28881999974305 25.695279999972172 0, -100.28832999962964 25.695279999972172 0, -100.28784999997737 25.695299999995143 0, -100.28747000044001 25.695299999995143 0, -100.28733000027916 25.695270000410346 0, -100.28733999984098 25.694609999651902 0, -100.28735000030213 25.693760000024156 0, -100.28735999986395 25.69304000009612 0, -100.28737999988692 25.692899999935207 0, -100.28931400004092 25.692726000005052 0, -100.29051999989792 25.692560000443848 0, -100.2912900003331 25.692429999844762 0, -100.29230999970656 25.692289999683908 0, -100.29369000039304 25.692229999614938 0, -100.29504499992663 25.691969000169365 0, -100.29531499978725 25.69119899973424 0, -100.29550999978653 25.690996000265386 0, -100.29581000013127 25.691039999596455 0, -100.29589000022321 25.691179999757367 0, -100.29618999966863 25.69172000037787 0, -100.29649999957519 25.691680000331928 0, -100.2968199999429 25.691629999824784 0, -100.29778999970858 25.691520000148046 0, -100.298279999822 25.691460000079132 0, -100.29874999991239 25.691409999571988 0, -100.29905999981901 25.691370000425366 0, -100.29909999986495 25.691520000148046 0, -100.29905999981901 25.691749999962667 0, -100.29899999975004 25.691870000100607 0, -100.29885999958918 25.692630000074587 0, -100.29872999988942 25.69349999972536 0, -100.2978899998235 25.693379999587478 0, -100.29757000035511 25.694259999699398 0)), ((-100.30104999985747 25.70030999990672 0, -100.30092000015776 25.7006900003434 0, -100.30059000022817 25.700570000205516 0, -100.29997999997687 25.70041999958346 0, -100.29850999963662 25.7004999996754 0, -100.29784000021567 25.700510000136546 0, -100.29686999955067 25.700550000182545 0, -100.29589000022321 25.700579999767342 0, -100.29497000006529 25.700619999813284 0, -100.29509000020317 25.700380000436837 0, -100.29525999994888 25.699970000415362 0, -100.29712999984946 25.69521999990326 0, -100.29757000035511 25.694259999699398 0, -100.2982100001912 25.69546999974085 0, -100.29831999986794 25.69560000033988 0, -100.29848999961365 25.695779999647414 0, -100.29876000037359 25.69607999999215 0, -100.29905000025718 25.69661999971339 0, -100.2997399997011 25.697909999846786 0, -100.30059000022817 25.699500000324917 0, -100.30104999985747 25.70030999990672 0)))",-1.633919507265091
@BomberosNL,Bomberos de Nuevo León,"May 4, 2023 · 11:29 PM UTC",cada país tiene un día para honrar a los bomberos en méxico se realiza de agosto pero desde hace tiempo se estableció el de mayo como el día internacional en recuerdo de la muerte de bomberos que murieron en un incendio en australia bnl salvando vidas todos los días,16,3,0,0,https://twitter.com/BomberosNL/status/1654266930306449408#m,['https://pbs.twimg.com/media/FvUjAOQaUAA9xoY.jpg'],,,eléctrico,0.512086383998394,,[],[],[],[],[],,-1.6296794824302197
@BomberosNL,Bomberos de Nuevo León,"May 3, 2023 · 1:08 AM UTC",bomberoscomunica al incendio ocurrido en una recicladora de químicos en apodaca acudieron más de elementos para sofocar el siniestro incendios de gran dimensión como estos representan desafortunadamente cuantiosos daños a nuestros equipos y vehículos,18,6,1,2,https://twitter.com/BomberosNL/status/1653567048583352321#m,,['https://video.twimg.com/ext_tw_video/1653567005339860992/pu/pl/2hoRDQ9HMSTKeOkb.m3u8?tag=12'],,eléctrico,-1.4143899753689766,Apodaca,[],[],[],[],[],,-1.5345326960086823
@saz2000,Alejandro Zuñiga/Bomberos NL,"Apr 30, 2023 · 9:34 PM UTC",buenas tardes nos encontramos atendiendo reporte de incendio en empresa recicladora área de bodegas milimex el milagro en el mpio de apodaca nl bomberos nl bomberos hg bomberos ternium bomberos gpe ayd pcnuevoleon info en proceso,193,47,8,4,https://twitter.com/saz2000/status/1652788661467881472#m,['https://pbs.twimg.com/media/Fu_hC5CWwAUf_3V.jpg'],,,eléctrico,0.3747562021017074,"Apodaca, Guadalupe",[],[],[],"['nl', 'nl', 'hg']",[],,-1.6441782470792532
@nelvaldez,Nelson Valdez,"Jun 21, 2024 · 8:22 PM UTC",el riesgo por deslaves en los cerros que rodean a monterrey cómo el del topo chico esta mañana seguirá muy elevado estos próximos días a medida que continúen las lluvias y el terreno saturado de humedad,522,95,6,3,https://twitter.com/nelvaldez/status/1804248423866024019#m,,['https://video.twimg.com/ext_tw_video/1804248410771382273/pu/pl/JvOatlPXTip40Dp-.m3u8?tag=12'],,inundación,-0.6783517822623253,[],[],[],[],[],[],,-1.3639521859586239
@nelvaldez,Nelson Valdez,"Jun 21, 2024 · 6:42 PM UTC",las lluvias continúan durante este fin de semana en monterrey,602,33,12,4,https://twitter.com/nelvaldez/status/1804223382935740537#m,,,,lluvia,0.6280163526535034,Monterrey,[],[],[],[],[],,-1.3839169014245272
@nelvaldez,Nelson Valdez,"Jun 21, 2024 · 2:08 PM UTC",recuerden que el suelo ya está saturado de humedad y con cualquier chubasco o lapso de lluvia durante este día puede generarse inundaciones rápidamente,891,67,18,0,https://twitter.com/nelvaldez/status/1804154305647382993#m,,,,inundación,-0.6268646642565727,[],[],[],[],[],[],,-1.3903081491589546
@nelvaldez,Nelson Valdez,"Jun 21, 2024 · 12:13 PM UTC",atentos este fin de semana al panorama en el golfo de méxico porque se va formar muy probablemente otro ciclón tropical que incrementará de nueva cuenta las lluvias en la región noreste de méxico siguientes nombres en la lista beryl y chris,2576,409,65,34,https://twitter.com/nelvaldez/status/1804125455865516267#m,['https://pbs.twimg.com/media/GQmKZs8akAYOXZd.jpg'],,,lluvia,0.9925313889980316,[],[],[],['golfo de méxico'],[],[],,-1.3255501287057996
@nelvaldez,Nelson Valdez,"Jun 21, 2024 · 12:03 PM UTC",pronóstico del tiempo hoy la lluvia se mantiene intermitente por la mañana en ocasiones fuerte por la tarde la precipitación se vuelve más ocasional o en intervalos y máxima cercana a c climadel monterrey,529,38,7,2,https://twitter.com/nelvaldez/status/1804122860098851285#m,['https://pbs.twimg.com/media/GQmILa5akAAJlX6.png'],,,lluvia,-0.2836843505501747,Monterrey,[],[],[],['c'],[],,-1.3718184903264046
@geram11973,Gerardo Ramos,"Jun 20, 2024 · 11:30 PM UTC",gracias por tu enseñanza nelvaldez abimaelsalas hay que tener respeto al agua y sus fenómenod ahora a descansar viendo la copa américa,67,3,0,0,https://twitter.com/geram11973/status/1803933558773256451#m,,,,inundación,1.1486751027405262,,[],,[],[],[],,-0.985670655965805
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 11:03 PM UTC",otra banda convectiva más se aproxima a la zona metropolitana de monterrey continúan la lluvia de manera intermitente durante la noche pm climadel alberto,1041,129,30,6,https://twitter.com/nelvaldez/status/1803926724000067608#m,['https://pbs.twimg.com/media/GQjVyu8asAAHW2O.jpg'],,,lluvia,-0.4765339270234108,[],[],[],[],[],[],,-1.3833342613652349
@telediariomty,@telediariomty,"Jun 20, 2024 · 10:05 PM UTC",nelson valdez nelvaldez actualiza el estado de la tormenta tropical alberto sigue aquí nuestra cobertura especial con danymartin y yari martínez yedebaldo,161,12,3,0,https://twitter.com/telediariomty/status/1803911993411174875#m,,['https://video.twimg.com/amplify_video/1803911378409062400/pl/_7g91FjMymVr6zp7.m3u8?tag=14'],,inundación,0.8302286900579929,[],[],[],[],[],[],,-1.2374299056828022
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 5:25 PM UTC",precaución colapsada la carretera monterrey saltillo por avenida de agua y deslaves,7723,1608,64,49,https://twitter.com/nelvaldez/status/1803841739624714511#m,,['https://video.twimg.com/ext_tw_video/1803841719915761664/pu/pl/j9wSSiqnHQw7O1qN.m3u8?tag=12'],,inundación,-1.5176499038934708,[],[],,[],[],['carretera monterrey'],,-1.025653913617134
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 3:33 PM UTC",la situación se está tornando muy peligrosa en ciénega de gonzález debido a la crecida del río las lluvias intensas en esa zona van a seguir precaución vía rrss,5394,878,66,24,https://twitter.com/nelvaldez/status/1803813319934927266#m,,['https://video.twimg.com/ext_tw_video/1803813294735785984/pu/pl/HGj1GmEzrAxkIvA-.m3u8?tag=12'],,lluvia,-1.2184055969119072,[],[],,['río las lluvias intensas en esa zona'],[],[],,-1.4166337419301271
@cesarmty,César Cepeda,"Jun 20, 2024 · 3:06 PM UTC",en spgg canalón que desfoga en el arroyo el capitán comenzó a desbordarse en la colonia fuentes del valle en san pedro por el paso de la tormenta tropical alberto por nuevo león,516,71,3,3,https://twitter.com/cesarmty/status/1803806639599788407#m,,['https://video.twimg.com/ext_tw_video/1803806590044176385/pu/pl/B1plfOwprhecdhwv.m3u8?tag=12'],,inundación,-1.246577549725771,"San Pedro Garza García, San Pedro Garza García",FUENTES DEL VALLE,[],['arroyo el capitán'],[],[],"POLYGON Z ((-100.36584000011578 25.669099999565503 0, -100.36549999972505 25.668929999819795 0, -100.36530999995637 25.668740000051116 0, -100.36508000014175 25.668470000190496 0, -100.36483999986598 25.668260000398845 0, -100.36452999995936 25.668049999707875 0, -100.36424999963765 25.667899999985195 0, -100.36401999982297 25.667819999893254 0, -100.36381999959315 25.667790000308457 0, -100.36362999982447 25.667779999847255 0, -100.36344000005579 25.667790000308457 0, -100.36303000003431 25.66744999991772 0, -100.36259000042804 25.66701000031145 0, -100.36212999989942 25.666580000266947 0, -100.36181999999286 25.666310000406384 0, -100.36140999997139 25.665979999577473 0, -100.36108999960362 25.665510000386348 0, -100.36091000029614 25.665530000409376 0, -100.36075999967409 25.665499999925203 0, -100.36062000041255 25.665430000294464 0, -100.3604699997905 25.665279999672407 0, -100.36025000043702 25.665069999880757 0, -100.36003000018422 25.66492000015802 0, -100.3597600003236 25.664809999581962 0, -100.35933000027916 25.664630000274485 0, -100.3590099999114 25.664530000159516 0, -100.3587200000278 25.664459999629457 0, -100.3583999996601 25.664410000021633 0, -100.35822999991444 25.664380000436836 0, -100.3581099997765 25.664340000390894 0, -100.35798999963862 25.664249999837807 0, -100.35785000037708 25.664069999630954 0, -100.35744999991743 25.66350999988674 0, -100.35728999973355 25.663380000187033 0, -100.3570500003571 25.66324000002612 0, -100.35547999990195 25.662649999797793 0, -100.35539000024818 25.662640000235967 0, -100.35533000017921 25.66266999982082 0, -100.35506999988041 25.662640000235967 0, -100.35545999987892 25.661279999572514 0, -100.35553000040903 25.661029999734865 0, -100.35564000008577 25.66069999980533 0, -100.35568000013177 25.660510000036652 0, -100.35572000017771 25.66036999987574 0, -100.3558800003616 25.65981999969341 0, -100.35603000008427 25.65936000006411 0, -100.35615000022216 25.658930000019666 0, -100.35884999972757 25.6597199995785 0, -100.36145000001733 25.660460000428827 0, -100.3642600000988 25.661279999572514 0, -100.3653299999794 25.661590000378396 0, -100.367139999811 25.662099999615464 0, -100.36754999983248 25.662230000214493 0, -100.36828999978354 25.66244999956797 0, -100.3687900003581 25.66258999972888 0, -100.3698899998235 25.662899999635442 0, -100.37228000032161 25.663630000024625 0, -100.37401999962316 25.66412000013804 0, -100.37513000044902 25.66445000006763 0, -100.37725000018719 25.66504000029596 0, -100.37709999956519 25.66543999985629 0, -100.37702000037257 25.66566999967091 0, -100.37676000007377 25.666310000406384 0, -100.3765700003051 25.666910000196538 0, -100.37440000005978 25.666589999828773 0, -100.3742500003371 25.667039999896247 0, -100.37413000019922 25.667469999940693 0, -100.37403999964613 25.667670000170517 0, -100.37425999989892 25.667670000170517 0, -100.37491999975805 25.667679999732343 0, -100.37542999989444 25.667710000216516 0, -100.37591000044603 25.667730000239487 0, -100.37645000016721 25.667739999801313 0, -100.3763500000523 25.667489999963664 0, -100.3763500000523 25.66742999989475 0, -100.37635999961412 25.66738999984875 0, -100.37639999966012 25.667340000240983 0, -100.37645999972904 25.66728999973384 0, -100.37649999977504 25.6672200001031 0, -100.37653000025915 25.667099999965217 0, -100.378879999812 25.667099999965217 0, -100.37893000031909 25.66697000026545 0, -100.37996000015374 25.667269999710868 0, -100.37986000003883 25.667590000078633 0, -100.37977000038507 25.66765999970937 0, -100.38008000029163 25.667670000170517 0, -100.38025000003734 25.667690000193545 0, -100.38025000003734 25.667879999962167 0, -100.38025999959916 25.668209999891758 0, -100.38027999962213 25.668590000328436 0, -100.38027999962213 25.66878999965894 0, -100.38020999999134 25.668949999842766 0, -100.3788100001812 25.66872999958997 0, -100.37737999988695 25.66859999989026 0, -100.37516999959564 25.668559999844263 0, -100.37376000022368 25.66859999989026 0, -100.37195000039208 25.668659999959175 0, -100.36943999975603 25.668659999959175 0, -100.36801999992292 25.668639999936204 0, -100.36787999976201 25.668639999936204 0, -100.36703999969609 25.668659999959175 0, -100.36631000020617 25.668860000189 0, -100.36584000011578 25.669099999565503 0))",-1.274513054639101
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 3:03 PM UTC",mi reconocimiento desde ya para todas y todos mis compañeros reporteros y camarógrafos de exterior que desde ayer lo están dando todo por informar sobre estas lluvias extraordinarias en monterrey y la región los mejores erikreportero sandragonzalezc moncontrerasm,874,38,29,1,https://twitter.com/nelvaldez/status/1803805902589555032#m,,,,lluvia,1.7293728701770306,Monterrey,[],[],[],[],[],,-1.3907957430928946
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 1:58 PM UTC",atención se pone interesante el panorama en las próximas horas el radar detecta una extensa banda convectiva asociada a alberto donde los modelos sugieren estará avanzando por monterrey cerca del mediodía dejándonos otro episodio de fuertes o intensas lluvias climadel,1593,225,48,10,https://twitter.com/nelvaldez/status/1803789576806543372#m,['https://pbs.twimg.com/media/GQhZANvawAAUUDg.png'],,,lluvia,-0.0034182704985141,[],[],[],[],[],[],,-1.378694836050272
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 11:16 AM UTC",increíbles los acumulados hasta el momento en diferentes puntos del área metropolitana de monterrey y aún falta más lluvia alberto climadel,1455,171,57,6,https://twitter.com/nelvaldez/status/1803748632921026577#m,['https://pbs.twimg.com/media/GQgz0VrboAAF0CS.jpg'],,,lluvia,1.8048726576380432,[],[],[],[],[],[],,-1.3983857426792383
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 10:00 AM UTC",buenas madrugadas cómo les está yendo de lluvia,663,14,197,3,https://twitter.com/nelvaldez/status/1803729636247175605#m,,,,lluvia,0.9866517037153244,[],[],[],[],[],[],,-1.3870608229190111
@telediariomty,@telediariomty,"Jun 20, 2024 · 4:04 AM UTC",erik cavazos director de protección civil del estado da su reporte por la tormenta alberto ahora sigue nuestra transmisión especial sobre el avance de la tormenta tropical alberto con licmariajulia y luiscarlosortiz,77,13,4,1,https://twitter.com/telediariomty/status/1803640081032552628#m,,['https://video.twimg.com/ext_tw_video/1803639726899081216/pu/pl/U-Y8eVSqTYHHFYXS.m3u8?tag=12'],,inundación,0.9509260840713978,,[],[],[],[],[],,-1.265259511768818
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 4:56 AM UTC",diría mi abuela ya está aplanada la lluvia,515,16,14,1,https://twitter.com/nelvaldez/status/1803653127675191713#m,,,,lluvia,-1.0288286730647087,[],[],,[],[],[],,-1.389007454738021
@info7mty,INFO7,"Jun 21, 2024 · 4:05 AM UTC",a pesar de degradarse la influencia de la tormenta tropical alberto persiste en méxico mientras otro sistema avanza por el golfo con potencial ciclónico,32,5,1,0,https://twitter.com/info7mty/status/1804002613890838592#m,,,,inundación,-0.2278981581330299,[],[],[],['golfo con potencial ciclónico'],[],[],,-1.2228277530521154
@PC_NuevoLeon,Protección Civil NL,"Jun 21, 2024 · 12:40 AM UTC",ponteatento río santa catarina no bajes la guardia la lluvia continuará de manera fuerte a intensa durante esta nochemadrugada y próximos días extreme precauciones y evite zonas de riesgo ante cualquier emergencia llama al,477,85,6,4,https://twitter.com/PC_NuevoLeon/status/1803951169791762795#m,,['https://video.twimg.com/ext_tw_video/1803951100321488897/pu/pl/JdwlgkkqOOfJNjXx.m3u8?tag=12'],,lluvia,0.2473500818014145,[],[],[],['río santa catarina'],[],[],,-1.4014169089496136
@PC_NuevoLeon,Protección Civil NL,"Jun 21, 2024 · 2:20 AM UTC",ponteatento se reporta lluvia fuerte en autopista monterrey reynosa límites guadalupe y juárez extreme precauciones al conducir ante cualquier emergencia llama al todasytodossomosproteccióncivil,279,35,8,0,https://twitter.com/PC_NuevoLeon/status/1803976260386693471#m,,['https://video.twimg.com/ext_tw_video/1803976236676358144/pu/pl/mjfE0uEwbxELyDED.m3u8?tag=12'],,lluvia,-1.3836613856256008,Guadalupe,[],[],[],[],['autopista monterrey'],,-1.4036754127591848
@jjsolisher,J́j́ Sᴏʟɪ́sʜᴇʀ 🇲🇽,"Jun 20, 2024 · 8:20 PM UTC",ya vieron la importancia de preservar la vegetación del río santa catarina ahora si ya entendieron que no son simples hiervas ya se dieron cuenta como los árboles guían la corriente contienen la erosión y evitan las inundaciones salvemoselríosantacatarina,6315,1199,122,42,https://twitter.com/jjsolisher/status/1803885708165206232#m,"['https://pbs.twimg.com/media/GQiwfaFWEAAI90N.jpg', 'https://pbs.twimg.com/media/GQiwfatXAAAHt_W.jpg', 'https://pbs.twimg.com/media/GQiwfbXXAAAxHFf.jpg', 'https://pbs.twimg.com/media/GQiwfgjXgAA4qDY.jpg']",,,inundación,0.5153907686471939,[],[],[],['río santa catarina'],[],[],,-1.0801607124507426
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 · 10:00 PM UTC",la cola de caballo en santiago nuevo león se desbordó durante la tarde de hoy por los efectos de las lluvias de alberto los escalones que llevan al punto turístico tienen considerables escurrimientos un trabajador del sitio captó el panorama en el sur del estado,10183,2242,140,89,https://twitter.com/ABCNoticiasMX/status/1803910827898294680#m,,['https://video.twimg.com/ext_tw_video/1803910681508356096/pu/pl/08ZY99QMIp97XCMt.m3u8?tag=12'],,inundación,-0.5018894374370575,[],[],Calle Caballo,[],['nuevo león'],[],,-1.393358463421464
@DarkKnightMty,DarkKnightMty,"Jun 20, 2024 · 8:49 PM UTC",vasconcelos cerrado por inundación frente a plaza tanarah sí ahí donde a pesar de hacer una reparación pluvial nomás no se puede con ese constante problema cada que llueve monterrey spgg alberto,504,73,10,1,https://twitter.com/DarkKnightMty/status/1803893063758074073#m,,['https://video.twimg.com/ext_tw_video/1803893046532067328/pu/pl/TCUnPDgEQ2jOJ2PX.m3u8?tag=12'],,inundación,-1.270480789244175,Monterrey,[],[],[],"['plaza tanarah', 'spgg']",[],,-1.6752826683223248
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 21, 2024 · 10:02 PM UTC",bomberos nl estación n atendió reporte de incendio en poste en la colonia san jemo monterrey nl,6,2,0,0,https://twitter.com/saz2000/status/1804273646946677142#m,['https://pbs.twimg.com/media/GQoRUS4akAIjy__.jpg'],,,eléctrico,-1.5098923575133083,Monterrey,SAN JEMO,[],[],"['nl', 'nl']",[],"POLYGON Z ((-100.36994999989241 25.683109999926728 0, -100.37025999979898 25.68362999962494 0, -100.37017000014527 25.683709999716882 0, -100.37002999998435 25.683889999923736 0, -100.36890000003484 25.68388000036191 0, -100.36793999983098 25.68388000036191 0, -100.36725000038706 25.68368999969391 0, -100.36727000041003 25.68360999960197 0, -100.36721000034112 25.68353000040935 0, -100.36643999990594 25.68316999999564 0, -100.3656500003471 25.68278999955902 0, -100.3653299999794 25.683279999672436 0, -100.3652200003026 25.68321000004164 0, -100.36485000032712 25.68298000022702 0, -100.36450999993639 25.68335999976432 0, -100.36415000042206 25.683789999808823 0, -100.36428000012177 25.683860000338882 0, -100.36469000014324 25.683999999600474 0, -100.36491000039604 25.684059999669387 0, -100.36539999961013 25.684210000291444 0, -100.36557000025516 25.684259999899268 0, -100.36606000036858 25.68440999962195 0, -100.3662900001832 25.68448999971389 0, -100.3666800001817 25.684729999989656 0, -100.36682000034261 25.68483000010457 0, -100.36703000013426 25.68497000026548 0, -100.36721999990294 25.68516000003416 0, -100.36738000008677 25.685420000332897 0, -100.3674899997635 25.68573000023946 0, -100.3676800004315 25.686240000375903 0, -100.36779000010824 25.68645999972938 0, -100.36793999983098 25.686769999635942 0, -100.36808999955366 25.68702000037291 0, -100.36818999966857 25.68715000007262 0, -100.36826999976051 25.687259999749358 0, -100.36859000012828 25.687689999793804 0, -100.36906000021867 25.68815999988425 0, -100.36953999987094 25.688560000343898 0, -100.37002999998435 25.68891000029646 0, -100.3705699997056 25.689180000157023 0, -100.37103999979598 25.689369999925702 0, -100.37099999975004 25.689510000086614 0, -100.37115999993392 25.68971000031644 0, -100.3711100003261 25.690020000223 0, -100.37085999958919 25.69148999966393 0, -100.37074999991239 25.69201000026146 0, -100.37064999979748 25.69254000042082 0, -100.37050999963662 25.693519999748332 0, -100.37029999984497 25.693719999978157 0, -100.36966000000882 25.69289000037338 0, -100.36935999966408 25.692440000305908 0, -100.36896999966558 25.691939999731346 0, -100.36838000033657 25.69115999973434 0, -100.36820000012978 25.691400000010162 0, -100.36789000022316 25.690980000426862 0, -100.36756000029362 25.690510000336417 0, -100.36734000004083 25.690180000406883 0, -100.36693999958118 25.689690000293467 0, -100.36649999997485 25.689149999672907 0, -100.3654599996791 25.687720000277977 0, -100.36496999956569 25.68713000004965 0, -100.36463000007427 25.68667000042035 0, -100.36436000021371 25.686319999568468 0, -100.36374999996235 25.685489999963693 0, -100.36370000035458 25.685429999894723 0, -100.36327000031014 25.684870000150568 0, -100.36307999964214 25.68462000031292 0, -100.3622900000833 25.683580000017173 0, -100.36177999994692 25.682889999673932 0, -100.36218000040657 25.683009999811816 0, -100.36335000040202 25.68243999960646 0, -100.3631500001722 25.682189999768866 0, -100.36311999968808 25.682109999676925 0, -100.3631500001722 25.681819999793333 0, -100.36317000019523 25.681249999587976 0, -100.36423199970687 25.68094099972751 0, -100.36543999965613 25.680440000006172 0, -100.36532000041751 25.68054999968291 0, -100.36524999988745 25.680669999820793 0, -100.36485000032712 25.681569999955684 0, -100.36483999986598 25.68169999965545 0, -100.36491999995786 25.68177000018551 0, -100.36539999961013 25.68197999997716 0, -100.36676000027364 25.68265000029743 0, -100.36717999985694 25.682869999650904 0, -100.3674299996946 25.683009999811816 0, -100.36769999955521 25.683120000387873 0, -100.36812999959966 25.683239999626437 0, -100.36849999957519 25.683330000179524 0, -100.3687799998969 25.683350000202495 0, -100.3690400001957 25.68333999974135 0, -100.36926000044849 25.683299999695407 0, -100.36949000026317 25.683270000110554 0, -100.36972000007779 25.683199999580495 0, -100.36994999989241 25.683109999926728 0))",-1.6365726869553328
