Usuario,Nombre,Fecha,Texto,Tipo,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Puntaje,colonia,calle,municipio,REGION,geometría,label,eléctrico,incendio,inundación,lluvia,no se relaciona,problema vial
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:17 PM UTC",av universidad tapia a la altura de estación del metro tapia inundación baja arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación baja,inundación,0,0,0,0,https://twitter.com/GobSanNicolas/status/1804186842184462756#m,,,,-1.165575655,BLAS CHUMACERO,Avenida Universidad,,,"POLYGON Z ((-100.12474999961262 25.392290000283424 0, -100.12511000002632 25.39282000044284 0, -100.12533000027912 25.393119999888256 0, -100.1255200000478 25.393409999771848 0, -100.12572999983945 25.393730000139556 0, -100.12597000011527 25.393979999977205 0, -100.12625000043704 25.39422000025297 0, -100.1265200002976 25.394450000067593 0, -100.12664000043554 25.39453999972136 0, -100.12671000006628 25.394590000228504 0, -100.12689000027314 25.394739999951184 0, -100.12714999967261 25.394960000204037 0, -100.12661800032032 25.395633999809434 0, -100.12587999956219 25.39562999962493 0, -100.12582999995436 25.395510000386366 0, -100.12558000011677 25.39533999974134 0, -100.12531999981798 25.39521000004163 0, -100.12519000011827 25.395179999557513 0, -100.12453000025914 25.395259999649454 0, -100.12443999970606 25.394450000067593 0, -100.124519999798 25.394000000000176 0, -100.12457000030514 25.39395000039235 0, -100.12461999991291 25.39350999988676 0, -100.12467000042005 25.393059999819286 0, -100.12474999961262 25.392290000283424 0))",2,0.01799396611750126,0.011342110112309456,0.9082467555999756,0.025360412895679474,0.023544101044535637,0.013512679375708103
@visionmty1,visionmty,"Jun 20, 2024 · 12:25 AM UTC",mas rutas de camiones anuncian suspensión de operaciones más rutas de transporte urbano anunciaron la suspensión de su servicio a partir de las pm debido a las lluvias registradas en todo el estado se recomienda tomar alternativas y las precauciones necesarias,lluvia,1,1,0,0,https://twitter.com/visionmty1/status/1803584830476517838#m,['https://pbs.twimg.com/media/GQeez6uWsAAUivO.jpg'],,,-1.163937174,,,,,,3,0.011592746712267399,0.0038479359354823828,0.006815027911216021,0.9684814810752869,0.004065988585352898,0.005196881480515003
@elnortelocal,elnortelocal,"Jun 20, 2024 · 2:59 PM UTC",local lluvias torrenciales de la tormenta tropical alberto desbordan afluentes y provocan inundaciones en la cabecera municipal de aramberri más información,inundación,109,30,2,3,https://twitter.com/elnortelocal/status/1803804990470824026#m,,['https://video.twimg.com/ext_tw_video/1803804965376274432/pu/pl/PswyHic8JpL8Eial.m3u8?tag=12'],,-1.163088705,,,,,,2,0.04793153330683708,0.011027749627828598,0.6104950308799744,0.292648047208786,0.02572701871395111,0.012170560657978058
@elnortelocal,elnortelocal,"Jun 20, 2024 · 2:59 PM UTC",local lluvias torrenciales de la tormenta tropical alberto desbordan afluentes y provocan inundaciones en la cabecera municipal de aramberri más información,inundación,110,30,2,3,https://twitter.com/elnortelocal/status/1803804990470824026#m,,['https://video.twimg.com/ext_tw_video/1803804965376274432/pu/pl/PswyHic8JpL8Eial.m3u8?tag=12'],,-1.163088705,,,,,,2,0.04793153330683708,0.011027749627828598,0.6104950308799744,0.292648047208786,0.02572701871395111,0.012170560657978058
@mtygob,Gobierno Monterrey,"Jun 20, 2024 · 3:04 PM UTC",reportes de semáforos con fallas félix u gómez y colón lincoln y gonzalitos tapia y julián villareal colon y zaragoza bernardo reyes y luis mora alfonso reyes y lázaro cárdenas alfonso reyes y anriguo camino a villa de santiago,eléctrico,5,3,1,1,https://twitter.com/mtygob/status/1803806145989202003#m,,,,-1.162971273,,"Julian Villarreal, Calle Bernardo Reyes, Avenida Alfonso Reyes, Avenida Lázaro Cárdenas, Avenida Alfonso Reyes",,villa de santiago,,0,0.9155510067939758,0.03301063925027847,0.013135421089828014,0.011452754959464073,0.01177002489566803,0.015080293640494347
@IdentidadNL,Identidad Nuevo León,"Jun 9, 2024 · 2:27 AM UTC",trenazo tren embiste camión de personal en garcía nl a pesar de lo aparatoso del accidente solo una persona resultó con lesiones menores accidente garcíanl viral vecinosgarcia cuidadoconeltren pcnuevoleon mtyfollow desdecamion identidadnlcom,problema vial,3,0,0,0,https://twitter.com/IdentidadNL/status/1799629317036441750#m,,['https://video.twimg.com/ext_tw_video/1799628793620914176/pu/pl/C6ky-tN6omr1NNXm.m3u8?tag=12'],,-1.162830688,,,,,,5,0.014256640337407589,0.027422914281487465,0.007622258272022009,0.009242895059287548,0.02207059971988201,0.9193847179412842
@Cicmty,CIC,"Jun 21, 2024 · 7:37 PM UTC",semáforodescompuesto fuera de posición en gral pablo gonzález garza y av gonzalitos col chepevera monterrey vía comunidadmitras cc sedusomonterrey,eléctrico,3,0,0,0,https://twitter.com/Cicmty/status/1804237298076127581#m,['https://pbs.twimg.com/media/GQnwO52XEAABcRg.jpg'],,,-1.162583232,,"Avenida General Pablo González Garza, Calle Gonzalitos",,,,0,0.9384345412254333,0.018151145428419113,0.013326741755008698,0.010218324139714241,0.009156245738267899,0.010712986811995506
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Sep 2, 2024 · 2:04 AM UTC",estrena colosioriojas senaduria fuero sueldo y puesto de secretario del senadomexicano y lo van a elevar e inflar pero la verdad es que en monterrey fallo gacho,no se relaciona,742,157,103,14,https://twitter.com/LoQuePasaEnNL/status/1830426441386721320#m,['https://pbs.twimg.com/media/GWb7Jh9WIAAYQMn.jpg'],,,-1.161905449,,,Monterrey,senadomexicano,,4,0.019959937781095505,0.01475090254098177,0.02330237627029419,0.02148306742310524,0.8748285174369812,0.045675184577703476
@elnortelocal,elnortelocal,"Jun 21, 2024 · 12:47 AM UTC",entérate la sierra de santiago es impactada por lluvias de la tormenta alberto que dejó deslaves e inundaciones la cola de caballo se desborda más información en,inundación,68,15,0,2,https://twitter.com/elnortelocal/status/1803952907173216343#m,,['https://video.twimg.com/ext_tw_video/1803952874633703424/pu/pl/u5u8-S8iUBWsa1-e.m3u8?tag=12'],,-1.161274567,,Calle Caballo,,sierra de santiago,,2,0.03651979938149452,0.010871054604649544,0.7465378046035767,0.1710062026977539,0.023887285962700844,0.011177868582308292
@elnortelocal,elnortelocal,"Jun 21, 2024 · 12:47 AM UTC",entérate la sierra de santiago es impactada por lluvias de la tormenta alberto que dejó deslaves e inundaciones la cola de caballo se desborda más información en,inundación,74,16,0,2,https://twitter.com/elnortelocal/status/1803952907173216343#m,,['https://video.twimg.com/ext_tw_video/1803952874633703424/pu/pl/u5u8-S8iUBWsa1-e.m3u8?tag=12'],,-1.161274567,,Calle Caballo,,sierra de santiago,,2,0.03651979938149452,0.010871054604649544,0.7465378046035767,0.1710062026977539,0.023887285962700844,0.011177868582308292
@elnortelocal,elnortelocal,"Jun 21, 2024 · 12:47 AM UTC",entérate la sierra de santiago es impactada por lluvias de la tormenta alberto que dejó deslaves e inundaciones la cola de caballo se desborda más información en,inundación,73,16,0,2,https://twitter.com/elnortelocal/status/1803952907173216343#m,,['https://video.twimg.com/ext_tw_video/1803952874633703424/pu/pl/u5u8-S8iUBWsa1-e.m3u8?tag=12'],,-1.161274567,,Calle Caballo,,sierra de santiago,,2,0.03651979938149452,0.010871054604649544,0.7465378046035767,0.1710062026977539,0.023887285962700844,0.011177868582308292
@elnortelocal,elnortelocal,"Jun 21, 2024 · 12:47 AM UTC",entérate la sierra de santiago es impactada por lluvias de la tormenta alberto que dejó deslaves e inundaciones la cola de caballo se desborda más información en,inundación,74,16,0,2,https://twitter.com/elnortelocal/status/1803952907173216343#m,,['https://video.twimg.com/ext_tw_video/1803952874633703424/pu/vid/avc1/720x1280/TCfvrCp4_yLJe-TJ.mp4?tag=12'],,-1.161274567,,Calle Caballo,,sierra de santiago,,2,0.03651979938149452,0.010871054604649544,0.7465378046035767,0.1710062026977539,0.023887285962700844,0.011177868582308292
@JudithMedrano,Judith Medrano,"Jun 20, 2024 · 4:00 PM UTC",así luce la ciénega de gonzález en santiago nl hasta el momento el paso de la tormenta tropical alberto deja personas fallecidas se espera que más tarde abran las compuertas de la presa la boca dijo samuelgarcias mtyfollow asiesmonterrey,lluvia,36,8,1,1,https://twitter.com/JudithMedrano/status/1803820281883967870#m,,['https://video.twimg.com/ext_tw_video/1803820251303264256/pu/vid/avc1/480x848/F9Yv3WvijitKRICD.mp4?tag=12'],,-1.159621369,,,Santiago,,,3,0.01249690167605877,0.003088541328907013,0.013427218422293663,0.9623090624809265,0.005121562629938126,0.0035566578153520823
@elnortelocal,elnortelocal,"Jun 21, 2024 · 5:42 PM UTC",entérate sectores aledaños a la presa libertad sufren inundaciones generadas por los escurrimientos de las lluvias acumuladas en linares más información en,lluvia,44,11,0,0,https://twitter.com/elnortelocal/status/1804208385442607331#m,,['https://video.twimg.com/ext_tw_video/1804208357596663808/pu/pl/DhgOaA3w9DpIIBK9.m3u8?tag=12'],,-1.158164486,,,,,,3,0.03858206793665886,0.009307926520705223,0.45171499252319336,0.4674912989139557,0.02090207114815712,0.012001613155007362
@elnortelocal,elnortelocal,"Jun 21, 2024 · 5:42 PM UTC",entérate sectores aledaños a la presa libertad sufren inundaciones generadas por los escurrimientos de las lluvias acumuladas en linares más información en,lluvia,33,7,0,0,https://twitter.com/elnortelocal/status/1804208385442607331#m,,['https://video.twimg.com/ext_tw_video/1804208357596663808/pu/pl/DhgOaA3w9DpIIBK9.m3u8?tag=12'],,-1.158164486,,,,,,3,0.03858206793665886,0.009307926520705223,0.45171499252319336,0.4674912989139557,0.02090207114815712,0.012001613155007362
@elnortelocal,elnortelocal,"Jun 21, 2024 · 5:42 PM UTC",entérate sectores aledaños a la presa libertad sufren inundaciones generadas por los escurrimientos de las lluvias acumuladas en linares más información en,lluvia,50,11,2,0,https://twitter.com/elnortelocal/status/1804208385442607331#m,,['https://video.twimg.com/ext_tw_video/1804208357596663808/pu/vid/avc1/480x848/ogfeg6Xv2TU0-HL5.mp4?tag=12'],,-1.158164486,,,,,,3,0.03858206793665886,0.009307926520705223,0.45171499252319336,0.4674912989139557,0.02090207114815712,0.012001613155007362
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 29, 2024 · 9:15 PM UTC",reportan un accidente múltiple sobre carriles centrales de carretera nacional de sur a norte frente a plaza esfera precaución al circular por la zona sspcmonterrey,problema vial,50,6,5,1,https://twitter.com/AtentosMTYSur/status/1807160868116767173#m,,['https://video.twimg.com/ext_tw_video/1807160849456631808/pu/pl/otnRnYGAXam8TDRK.m3u8?tag=12'],,-1.157736477,,,,,,5,0.010341200046241283,0.014552081935107708,0.015151255764067173,0.01420131791383028,0.021354379132390022,0.924399733543396
@Apodaca_News,APODACA NEWS,"Jun 21, 2024 · 3:24 AM UTC",ante las inundaciones en la ciudad el transmetro se suspende en sectores de apodaca,no se relaciona,7,1,0,0,https://twitter.com/Apodaca_News/status/1803992484285919520#m,,,,-1.157592963,,,Apodaca,,,4,0.020018741488456726,0.010511313565075397,0.8890554308891296,0.02053302340209484,0.03988029807806015,0.02000117115676403
@911SanPedro,Rescate 911 San Pedro,"May 21, 2024 · 9:21 PM UTC",precaución sobre la av josé vasconcelos pteote y juan i ramón unidades atienden el reporte de un accidente vial con personas lesionadas spgg pcsp,problema vial,6,2,0,1,https://twitter.com/911SanPedro/status/1793029267002958024#m,['https://pbs.twimg.com/media/GOIelGaXkAAXyQb.jpg'],,,-1.153484948,,Jose Vasconselos,San Pedro Garza García,,,5,0.013195624575018883,0.02039347030222416,0.010100060142576694,0.011766881681978703,0.018992040306329727,0.9255519509315491
@revistacodigo21,Jesús Rubén Peña,"Sep 4, 2024 · 5:57 PM UTC",un hombre fue hallado muerto en el arroyo el sabinal cercano a carretera huinaládulces nombres en pesquería nuevo león habría sido arrastrado por corriente pluvial tras fuertes lluvias de anoche y se pronostican más precipitaciones precaución,lluvia,17,4,0,0,https://twitter.com/revistacodigo21/status/1831391200194035994#m,"['https://pbs.twimg.com/media/GWpoZyvWsAAZ0Ah.jpg', 'https://pbs.twimg.com/media/GWpoZzzWMAAiW3o.jpg']",,,-1.153476521,,,,,,3,0.010384155437350273,0.0031565672252327204,0.007824650965631008,0.9709199070930481,0.0038188109174370766,0.00389586528763175
@IdentidadNL,Identidad Nuevo León,"Sep 1, 2024 · 9:57 PM UTC",lluvia vuelve a afectar la vialidad en monterrey mtyfollow vialidad lluvias monterrey identidadnlcom,lluvia,1,1,0,0,https://twitter.com/IdentidadNL/status/1830364326009376973#m,,,,-1.153437845,,,"Monterrey, Monterrey",,,3,0.01079870481044054,0.003391561796888709,0.008089099079370499,0.970121443271637,0.0034822747111320496,0.004116982687264681
@eldelaconsty,la Consty de San Nico,"Jun 11, 2024 · 12:45 AM UTC",la mitad del sexto no tiene luz cfecontigo cfemx métele transformadores nuevos cabrón puro para aca asi no jala la cosa esta colonia tiene mas de años ya hace falta mantenimiento,eléctrico,3,0,1,0,https://twitter.com/eldelaconsty/status/1800328360507105746#m,,,,-1.152816592,,,,,,0,0.9339889883995056,0.021971987560391426,0.012093695811927319,0.01159706711769104,0.009466112591326237,0.010882197879254818
@nmasmonterrey,N+ Monterrey,"Sep 2, 2024 · 8:06 PM UTC",lluvia deja corredor acuático en calle ocampo de monterrey a través de nmas,lluvia,8,3,1,0,https://twitter.com/nmasmonterrey/status/1830698819421646878#m,,,,-1.152422234,,,Monterrey,nmas,,3,0.01040453091263771,0.0034518660977482796,0.007284490391612053,0.9711940288543701,0.0036888776812702417,0.003976200707256794
@911SanPedro,Rescate 911 San Pedro,"Jun 18, 2024 · 2:24 AM UTC",precaución sobre blvd diaz ordaz y av corregidora unidades atienden el reporte de un accidente vial en el cual participa un vehículo y el tren spgg pcsp,problema vial,25,7,1,0,https://twitter.com/911SanPedro/status/1802890088482791504#m,['https://pbs.twimg.com/media/GQUm-piXkAE92Dj.jpg'],,,-1.149459053,,Calle Corregidora,San Pedro Garza García,,,5,0.012553524225950241,0.022916249930858612,0.009285242296755314,0.011794744990766048,0.018718745559453964,0.924731433391571
@LAURA_35,LAURA,"Jun 20, 2024 · 12:56 AM UTC",continúa sin servicio de agua potable la colonia ciudad ideal danielcarrillo gobsannicolas aydmonterrey cicmty,no se relaciona,4,1,3,1,https://twitter.com/LAURA_35/status/1803592718699929711#m,,,,-1.149100512,,,,,,4,0.09897390007972717,0.022597435861825943,0.31406551599502563,0.03342318907380104,0.4765370190143585,0.05440286546945572
@911SanPedro,Rescate 911 San Pedro,"Jun 22, 2024 · 6:18 PM UTC",precaución sobre la av ricardo margain y río missouri unidades atienden el reporte de un accidente vial tipo atropello tráfico presente en la zona spgg pcsp,problema vial,8,2,0,0,https://twitter.com/911SanPedro/status/1804579644630503917#m,,,,-1.14609413,,"Avenida Ricardo Margain, Rio Missouri",San Pedro Garza García,,,5,0.011980771087110043,0.021038250997662544,0.008668804541230202,0.012025730684399605,0.019119910895824432,0.9271665811538696
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 12, 2024 · 1:20 PM UTC",buenos días hoy por la madrugada la estación de bomberos nl atendió reporte de incendio en vehículo colonia las encinas escobedo así mismo estación central atendió reporte de incendio en vehículo en la zona centro de monterrey,incendio,7,0,0,0,https://twitter.com/saz2000/status/1800880809265741890#m,"['https://pbs.twimg.com/media/GP4DjMwXUAAtCPt.jpg', 'https://pbs.twimg.com/media/GP4DjMzX0AA1QZ0.jpg']",,,-1.144183442,CENTRO DE MONTERREY,,,,"POLYGON Z ((-100.31210999997637 25.804750000312424 0, -100.31204000034558 25.805140000310928 0, -100.31196000025363 25.805459999779316 0, -100.31213999956117 25.80555999989423 0, -100.31212999999934 25.805980000376906 0, -100.3120899999534 25.806359999914207 0, -100.31208000039157 25.80676999993574 0, -100.31206999993043 25.807159999934242 0, -100.31202999988443 25.807580000416863 0, -100.31373999960113 25.807850000277483 0, -100.31375999962415 25.80828000032193 0, -100.31377999964712 25.808670000320433 0, -100.3137999996701 25.80904999985779 0, -100.31381000013124 25.80951999994818 0, -100.31336000006382 25.809589999578975 0, -100.31249000041305 25.80958000001715 0, -100.31210999997637 25.809510000386354 0, -100.31159000027816 25.809350000202528 0, -100.3114799997021 25.809319999718355 0, -100.31081999984298 25.809149999972703 0, -100.31065000009727 25.80910000036488 0, -100.31050999993641 25.809020000272938 0, -100.31042999984447 25.808900000135054 0, -100.31028999968356 25.808789999558996 0, -100.30999000023814 25.808659999859287 0, -100.30880999978149 25.808269999860784 0, -100.30860999955166 25.80816999974587 0, -100.30847000029013 25.808100000115076 0, -100.30818999996836 25.807970000415366 0, -100.307659999809 25.807600000439834 0, -100.30710999962662 25.80699999975036 0, -100.30691999985794 25.80699999975036 0, -100.30669000004332 25.80699999975036 0, -100.3055600000938 25.80687000005065 0, -100.30593999963111 25.80416999964592 0, -100.30605999976905 25.803569999855767 0, -100.30747000004033 25.803640000385883 0, -100.3075199996481 25.803239999926234 0, -100.30755000013227 25.802860000388876 0, -100.30759999974003 25.802479999952197 0, -100.30765000024718 25.802060000368897 0, -100.30767000027015 25.801920000207986 0, -100.30767000027015 25.801670000370393 0, -100.30769000029312 25.80132000041783 0, -100.30769999985495 25.800910000396357 0, -100.30769999985495 25.80048000035191 0, -100.30773000033912 25.80017000044535 0, -100.30804999980751 25.79823999957648 0, -100.30806999983048 25.798080000291918 0, -100.30808999985345 25.797940000131064 0, -100.30812999989945 25.797710000316442 0, -100.30818999996836 25.797329999879764 0, -100.30823000001436 25.797060000019144 0, -100.30825000003733 25.79693999988126 0, -100.3082999996451 25.796580000366873 0, -100.30831999966813 25.796449999767844 0, -100.30835000015225 25.796210000391397 0, -100.30841000022116 25.79582999995472 0, -100.30847000029013 25.79545000041736 0, -100.3085300003591 25.795090000003654 0, -100.30859999998984 25.79472000002812 0, -100.30866000005881 25.7943399995915 0, -100.30868000008178 25.79404999970791 0, -100.30880999978149 25.79420000032991 0, -100.30950000012473 25.795000000349887 0, -100.30954000017073 25.795040000395886 0, -100.31026999966059 25.79589999958546 0, -100.31030999970659 25.795950000092603 0, -100.3110200000728 25.796759999674407 0, -100.31112999974954 25.79689999983526 0, -100.31165000034707 25.797479999602444 0, -100.31167999993193 25.797510000086618 0, -100.31210000041455 25.797980000177006 0, -100.31213999956117 25.79802999978483 0, -100.31313000024915 25.799150000172517 0, -100.31323000036406 25.799259999849255 0, -100.31319000031812 25.79933000037937 0, -100.31307000018023 25.799819999593467 0, -100.31297000006532 25.800340000191 0, -100.31286999995041 25.80083999986624 0, -100.31282999990441 25.80104999965795 0, -100.3127699998355 25.801350000002685 0, -100.31319000031812 25.80143000009457 0, -100.31317000029514 25.80192999976981 0, -100.31315000027217 25.802459999929226 0, -100.313119999788 25.80297999962744 0, -100.313119999788 25.803489999763826 0, -100.31237000027517 25.80338000008709 0, -100.31217999960717 25.80440000035992 0, -100.31210999997637 25.804750000312424 0))",1,0.018364684656262398,0.9180469512939453,0.011701866053044796,0.007782951928675175,0.018867339938879013,0.02523634396493435
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 29, 2024 · 12:26 PM UTC",buenos días anoche la estación n de bomberos nl atendió reporte de incendio de una motocicleta en la colonia olinala en spgg,incendio,3,0,0,0,https://twitter.com/saz2000/status/1829133546180772106#m,['https://pbs.twimg.com/media/GWJjQ3NbEAACQan.jpg'],,,-1.143022269,OLINALA,,San Pedro Garza García,,"POLYGON Z ((-100.38053999992093 25.62346999974085 0, -100.37914999967262 25.623429999694906 0, -100.37844999976755 25.623219999903256 0, -100.3780300001842 25.623159999834286 0, -100.37750999958666 25.623179999857257 0, -100.3770299999344 25.623270000410344 0, -100.37630000044453 25.62334000004114 0, -100.3761299997995 25.62334000004114 0, -100.37581000033111 25.62321000034143 0, -100.37565000014723 25.623179999857257 0, -100.37546000037855 25.623219999903256 0, -100.37520000007981 25.62332000001817 0, -100.37499000028811 25.623369999625936 0, -100.37481999964314 25.623369999625936 0, -100.3746000002896 25.62334000004114 0, -100.37440999962166 25.623250000387372 0, -100.37395999955419 25.62288000041184 0, -100.37384999987745 25.622849999927723 0, -100.37372999973957 25.622840000365898 0, -100.37358999957866 25.622889999973665 0, -100.37249999967509 25.623540000270964 0, -100.37224000027567 25.62360999990176 0, -100.37206999963064 25.62360999990176 0, -100.3719199999079 25.623560000293935 0, -100.37169000009328 25.623389999648907 0, -100.37041000042103 25.622089999953687 0, -100.37015799959187 25.621221000349067 0, -100.36890000003484 25.620340000190993 0, -100.36559999983996 25.617280000271933 0, -100.36578999960864 25.615259999749355 0, -100.36608999995337 25.608769999935703 0, -100.37425599971448 25.61246000012909 0, -100.38091800026535 25.616777999605176 0, -100.38135000040205 25.6198999996854 0, -100.38152999970958 25.621000000050117 0, -100.38154400035518 25.62124899984161 0, -100.38148300024011 25.62203099993087 0, -100.38136700028667 25.62261199974415 0, -100.38114800007997 25.62292599983516 0, -100.38072000012778 25.62309000020349 0, -100.38084999982749 25.623219999903256 0, -100.38082999980452 25.623329999579994 0, -100.38072000012778 25.62342000013308 0, -100.38053999992093 25.62346999974085 0))",1,0.01921684481203556,0.9218538403511047,0.011504603549838066,0.007432097569108009,0.018346767872571945,0.02164583094418049
@micozito,alejandra valencia,"Aug 22, 2024 · 5:50 PM UTC",vine a firmar la documentación de mi beca y me entero que por las reglas de operación que rigen a conade me bajaron mi beca después de la medalla olímpica no pues muchas gracias,no se relaciona,99711,20819,4115,3455,https://twitter.com/micozito/status/1826678365002367137#m,,,,-1.142970428,,,,,,4,0.015949508175253868,0.014608862809836864,0.02355773188173771,0.02456829324364662,0.8857111930847168,0.035604409873485565
@elnortelocal,elnortelocal,"Jun 20, 2024 · 1:48 AM UTC",entérate reportan dos menores de edad fallecidos tras sufrir una descarga eléctrica en una zona con encharcamientos en allende más información,inundación,15,1,0,1,https://twitter.com/elnortelocal/status/1803605932624023800#m,['https://pbs.twimg.com/media/GQex5A8XIAAn1rH.jpg'],,,-1.142631751,,,,,,2,0.021050507202744484,0.010211693122982979,0.9072547554969788,0.022671140730381012,0.025631139054894447,0.013180709443986416
@andresdevilla98,Andrés Delgado,"Jun 20, 2024 · 2:21 PM UTC",mi gerente de tienda aún tiene trabajando a los del turno de la tarde la tienda está por la clínica y no hay transporte le dijo su jefe que podía cerrar y no lo hizo según palabras que dijo siento que no hubo la gran tormenta,lluvia,12,2,0,0,https://twitter.com/andresdevilla98/status/1803795259291222292#m,,,,-1.142232999,,,,,,3,0.01356969028711319,0.0033941525034606457,0.009769911877810955,0.9621622562408447,0.0062993536703288555,0.004804655443876982
@nmasmonterrey,N+ Monterrey,"Jun 21, 2024 · 7:06 PM UTC",río la silla inunda casas aledañas en guadalupe nl a través de nmas,no se relaciona,4,0,0,0,https://twitter.com/nmasmonterrey/status/1804229354525954055#m,,,,-1.141531665,,,,nmas,,4,0.037396155297756195,0.02260073646903038,0.17359156906604767,0.022792920470237732,0.6796150207519531,0.06400366127490997
@GobSanNicolas,Gobierno de San Nicolás,"Sep 3, 2024 · 10:33 PM UTC",san nicolás actualización lluvias hora hrs martes septiembre cierres viales no se encuentran cierres al momento,lluvia,15,5,1,0,https://twitter.com/GobSanNicolas/status/1831098239820661024#m,['https://pbs.twimg.com/media/GWleJMEXwAAA1Av.jpg'],,,-1.140737098,,,San Nicolás,,,3,0.009461741894483566,0.0031004822812974453,0.008088038302958012,0.9717708826065063,0.003705256851390004,0.003873637178912759
@elnortelocal,elnortelocal,"Jun 20, 2024 · 11:34 PM UTC",entérate la fuerza de los afluentes de agua en el parque la huasteca tras las lluvias por alberto rompen la carretera a la presa rompepicos más información en federico padilla,lluvia,244,57,2,0,https://twitter.com/elnortelocal/status/1803934448070598743#m,,['https://video.twimg.com/ext_tw_video/1803934404856684544/pu/pl/U7O_AJMksi_z5yAl.m3u8?tag=12'],,-1.140121948,,,,,,3,0.01046944223344326,0.0030724159441888332,0.00751056894659996,0.9716219902038574,0.003857191652059555,0.0034684129059314728
@elnortelocal,elnortelocal,"Jun 20, 2024 · 11:34 PM UTC",entérate la fuerza de los afluentes de agua en el parque la huasteca tras las lluvias por alberto rompen la carretera a la presa rompepicos más información en federico padilla,lluvia,266,60,2,0,https://twitter.com/elnortelocal/status/1803934448070598743#m,,['https://video.twimg.com/ext_tw_video/1803934404856684544/pu/pl/U7O_AJMksi_z5yAl.m3u8?tag=12'],,-1.140121948,,,,,,3,0.01046944223344326,0.0030724159441888332,0.00751056894659996,0.9716219902038574,0.003857191652059555,0.0034684129059314728
@elnortelocal,elnortelocal,"Jun 20, 2024 · 11:34 PM UTC",entérate la fuerza de los afluentes de agua en el parque la huasteca tras las lluvias por alberto rompen la carretera a la presa rompepicos más información en federico padilla,lluvia,265,60,2,0,https://twitter.com/elnortelocal/status/1803934448070598743#m,,['https://video.twimg.com/ext_tw_video/1803934404856684544/pu/pl/U7O_AJMksi_z5yAl.m3u8?tag=12'],,-1.140121948,,,,,,3,0.01046944223344326,0.0030724159441888332,0.00751056894659996,0.9716219902038574,0.003857191652059555,0.0034684129059314728
@elnortelocal,elnortelocal,"Jun 20, 2024 · 11:34 PM UTC",entérate la fuerza de los afluentes de agua en el parque la huasteca tras las lluvias por alberto rompen la carretera a la presa rompepicos más información en federico padilla,lluvia,266,60,2,0,https://twitter.com/elnortelocal/status/1803934448070598743#m,,['https://video.twimg.com/ext_tw_video/1803934404856684544/pu/vid/avc1/480x848/mIpyR1fwisbfoBfc.mp4?tag=12'],,-1.140121948,,,,,,3,0.01046944223344326,0.0030724159441888332,0.00751056894659996,0.9716219902038574,0.003857191652059555,0.0034684129059314728
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:39 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media,inundación,2,1,0,0,https://twitter.com/GobSanNicolas/status/1804011246468870161#m,,,,-1.14008959,,,,,,2,0.020539894700050354,0.012503269128501415,0.9044188857078552,0.019710252061486244,0.027860091999173164,0.014967666007578373
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 2:37 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media,inundación,2,3,0,0,https://twitter.com/GobSanNicolas/status/1803980632915071025#m,,,,-1.14008959,,,,,,2,0.020539894700050354,0.012503269128501415,0.9044188857078552,0.019710252061486244,0.027860091999173164,0.014967666007578373
