Usuario,Nombre,Fecha,Texto,Tipo,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs
@Informativo3651,Informativo365,"Jun 18, 2024 · 4:02 PM UTC",mientras que en el turno vespertino no habrá clases el y de junio se suspenden clases en las escuelas de educación básica escuelas normales en las instituciones de educación media superior y superior,no se relaciona,1,0,0,0,https://twitter.com/Informativo3651/status/1803095989475041580#m,,,
@Informativo3651,Informativo365,"Jun 18, 2024 · 4:02 PM UTC",infórmate nuevoleon informa que se extiende la suspensión de clases ante las fuertes lluvias que se esperan para la entidad la disposición aplica a partir de este miércoles de junio en el turno matutino la salida será a las del día,lluvia,2,2,1,0,https://twitter.com/Informativo3651/status/1803095987826692434#m,['https://pbs.twimg.com/media/GQXiPuFXoAAK1sV.jpg'],,
@Informativo3651,Informativo365,"Jun 18, 2024 · 12:39 AM UTC",se prevé que el jueves se decida si la suspensión se ampliaría al viernes y pidió a las empresas y demás entes de trabajo aplicar la modalidad en línea para no exponer a los trabajadores se analizará aplicar homeoffice en las diferentes dependencias estatales,no se relaciona,1,0,0,0,https://twitter.com/Informativo3651/status/1802863592259338375#m,,,
@Informativo3651,Informativo365,"Jun 18, 2024 · 12:39 AM UTC",ante el pronóstico de lluvias intensas por la llegada del primer potencial ciclónico de la temporada el gobierno de nl llamó a la población a entrar en alerta máxima y anunció la suspensión de clases la tarde del miércoles y ambos turnos del jueves,lluvia,3,1,1,0,https://twitter.com/Informativo3651/status/1802863589885125073#m,"['https://pbs.twimg.com/media/GQUO4Y0XYAEY7M6.jpg', 'https://pbs.twimg.com/media/GQUO4aCX0AAY_64.jpg']",,
@Informativo3651,Informativo365,"Jun 9, 2024 · 12:12 AM UTC",y se marchóy a su barco le llamó libertad cámaras de seguridad captan a un hombre robando una maleta en plaza sendero la fé en apodaca nl la dueña del local difundió las imágenes para alertar a los negocios del lugar así como exhibir al presunto ladrón,no se relaciona,427,191,18,1,https://twitter.com/Informativo3651/status/1799595474137264160#m,,['https://video.twimg.com/ext_tw_video/1799595446316236802/pu/pl/ycrbVSgWZv8NPt_1.m3u8?tag=12'],
@Informativo3651,Informativo365,"May 29, 2024 · 10:40 PM UTC",elecciones elementos del imyanl implementan operativo de retiro de vehículos en los alrededores de la arenamonterrey en el sitio se llevará en unos momentos más el cierre de campaña de la coalición fuerzaycorazonxméxico,no se relaciona,7,4,0,1,https://twitter.com/Informativo3651/status/1795948300786446393#m,,['https://video.twimg.com/ext_tw_video/1795948131088998400/pu/pl/BVyZAROms_snImLj.m3u8?tag=12'],
@Informativo3651,Informativo365,"May 29, 2024 · 1:39 PM UTC",precaución se registra un choque en la avenida lópez mateos y roberto g sada dirección de sur a norte en san nicolás movilidadsn,problema vial,1,1,1,0,https://twitter.com/Informativo3651/status/1795812148808945742#m,,,
@Informativo3651,Informativo365,"May 28, 2024 · 12:53 AM UTC",el tinaco colonia las bugambilias en el municipio de montemorelos nl,no se relaciona,8,6,0,0,https://twitter.com/Informativo3651/status/1795257135737254182#m,,['https://video.twimg.com/ext_tw_video/1795251743049011200/pu/pl/JWax6fB2yZziz7U8.m3u8?tag=12'],
@Informativo3651,Informativo365,"May 27, 2024 · 2:15 AM UTC",además de parabrisas de vehículos que se vieron afectados con la caída de granizo en la zmm también algunas ventanas de viviendas se rompieron como es el caso de ésta en la colonia tres nogales en apodaca,lluvia,10,3,1,1,https://twitter.com/Informativo3651/status/1794915398435135600#m,,['https://video.twimg.com/ext_tw_video/1794915382035165184/pu/pl/7hNgBvsAnwa0hjri.m3u8?tag=12'],
@Informativo3651,Informativo365,"May 27, 2024 · 12:46 AM UTC",infórmate tras calor infernal de en la zona metropolitana de monterrey cae lluvia y granizo,lluvia,14,3,0,0,https://twitter.com/Informativo3651/status/1794892904445710785#m,,['https://video.twimg.com/ext_tw_video/1794892792549777408/pu/pl/eH7aMdJFVkurjn2c.m3u8?tag=12'],
@Informativo3651,Informativo365,"May 2, 2024 · 8:25 PM UTC",se acuerdan de ladybanquetas la famosa vecina de la col san isidro en apodaca presuntamente agredió esta mañana a un joven que esperaba el camión en una parada que se encuentra afuera de su casa según el afectado la señora salió molesta y lo agredió con una escoba,no se relaciona,8,4,0,1,https://twitter.com/Informativo3651/status/1786130027718852904#m,['https://pbs.twimg.com/media/GMmby4RWYAAU56s.jpg'],,
@Informativo3651,Informativo365,"Apr 28, 2024 · 5:42 PM UTC",imagínate vivir en suiza y perderte de ésto en nuevoleón,no se relaciona,50,22,5,4,https://twitter.com/Informativo3651/status/1784639292519719261#m,,['https://video.twimg.com/ext_tw_video/1784639264732712960/pu/pl/WEFE7c6I4NTXJgtp.m3u8?tag=12'],
@Informativo3651,Informativo365,"Apr 28, 2024 · 4:59 AM UTC",cámaras de seguridad captaron el momento del choque entre dos camiones que dejó como saldo pasajeros lesionados en el centro de monterrey los involucrados fueron un camión de la ruta y una unidad del transmetro este último se pasó el semáforo en rojo,problema vial,35,10,1,0,https://twitter.com/Informativo3651/status/1784447304688079030#m,,['https://video.twimg.com/ext_tw_video/1784447285344063488/pu/pl/EfQXYSW_peur1Lyw.m3u8?tag=12'],
@Informativo3651,Informativo365,"Apr 22, 2024 · 6:18 PM UTC",gracias a todos por su ayuda la silla ya fue recuperada,no se relaciona,9,2,1,0,https://twitter.com/Informativo3651/status/1782474074893004964#m,,,
@Informativo3651,Informativo365,"Apr 21, 2024 · 4:37 AM UTC",cualquier información en la liga de está publicación,no se relaciona,4,2,0,0,https://twitter.com/Informativo3651/status/1781904974030459270#m,,,
@Informativo3651,Informativo365,"Apr 21, 2024 · 4:37 AM UTC",isabel garza mamá de tamara explicó que la silla fue hecha a la medida de tami la silla pudo haberse caído por la calle república mexicana nogalar en la colonia anáhuac por un kinder y por la colonia el roble en sannicolas mtyfollow danielcarrillo,no se relaciona,63,78,2,1,https://twitter.com/Informativo3651/status/1781904972486975588#m,"['https://pbs.twimg.com/media/GLqZIRiXoAApV-Q.jpg', 'https://pbs.twimg.com/media/GLqZITZXYAA_Xm-.jpg']",,
@Informativo3651,Informativo365,"Apr 17, 2024 · 9:44 PM UTC",precaucion se presenta lluvia y granizo en la zona sur de monterrey extreme precaución al conducir pavimento resbaladizo,lluvia,15,1,2,0,https://twitter.com/Informativo3651/status/1780713888792920185#m,,['https://video.twimg.com/ext_tw_video/1780713785432682496/pu/pl/ipucS0d5WWSNZuY1.m3u8?tag=12'],
@Informativo3651,Informativo365,"Apr 17, 2024 · 4:08 PM UTC",para evitar trastocar lo más posible la vialidad cuadrillas de la secretaría de obras públicas del gobsannicolas adoptaron una modalidad de trabajos nocturnos para continuar con la rehabilitación de pavimento en más de avenidas de la ciudad,no se relaciona,7,4,0,0,https://twitter.com/Informativo3651/status/1780629332857078096#m,"['https://pbs.twimg.com/media/GLYQ55xWcAEv_lK.jpg', 'https://pbs.twimg.com/media/GLYQ649WkAAhrWt.jpg', 'https://pbs.twimg.com/media/GLYQwgjXMAATUF_.jpg']",,
@Informativo3651,Informativo365,"Apr 14, 2024 · 10:03 PM UTC",incendiovehicular incendio de camión urbano de la ruta sobre la avenida eloy cavazos a la altura de la colonia héctor caballero tráfico pesado en la zona,problema vial,6,3,0,0,https://twitter.com/Informativo3651/status/1779631469209497967#m,"['https://pbs.twimg.com/media/GLKFU5RWMAA99_c.jpg', 'https://pbs.twimg.com/media/GLKFVEQWAAA7FpK.jpg']",,
@Informativo3651,Informativo365,"Apr 13, 2024 · 1:28 AM UTC",ultimahora atacan a balazos a la candidata del partidoverde y morena a la alcaldía de elcarmen nl fotógrafo al tratar de protegerla sale herido de bala trasciende que hay varios lesionados,no se relaciona,13,9,1,0,https://twitter.com/Informativo3651/status/1778958388551995809#m,"['https://pbs.twimg.com/media/GLAhMNSa0AAcDoJ.jpg', 'https://pbs.twimg.com/media/GLAhMQcakAAqKEW.jpg']",,
@Informativo3651,Informativo365,"Apr 11, 2024 · 12:14 AM UTC",momento del colapso del puente peatonal ubicado sobre la avenida la aurora y zócalo en sannicolás el cual fue captado por una cámara de vigilancia aquí el momento,no se relaciona,49,20,2,1,https://twitter.com/Informativo3651/status/1778214948243415512#m,,['https://video.twimg.com/ext_tw_video/1778214922662367232/pu/pl/D9BWj9OAH-F1A2Kk.m3u8?tag=12'],
@Informativo3651,Informativo365,"Apr 10, 2024 · 11:43 PM UTC",colapsa puente en la avenida la aurora y zócalo en sannicolás el percance se registró luego de que una grúa con exceso de dimensiones intentara pasar por el sitio de manera preliminar se habla de tres lesionados y dos vehículos dañados,no se relaciona,11,3,0,0,https://twitter.com/Informativo3651/status/1778207116358299977#m,"['https://pbs.twimg.com/media/GK118rsXQAAFeZL.jpg', 'https://pbs.twimg.com/media/GK118tmX0AAh-yw.jpg', 'https://pbs.twimg.com/media/GK118whXEAARgoc.jpg']",,
@Informativo3651,Informativo365,"Apr 6, 2024 · 11:50 PM UTC",durante un sobrevuelo de vigilancia en el río pesquería con un dron de alta gama de la sspvescobedo se detectó a dos hombres arrojando escombro por lo que fueron detenidos y sancionados con una multa de mil pesos,no se relaciona,16,6,0,0,https://twitter.com/Informativo3651/status/1776759322258686439#m,,['https://video.twimg.com/ext_tw_video/1776759293494042624/pu/pl/2lAaTSpSFb6eNpt6.m3u8?tag=12'],
@Informativo3651,Informativo365,"Apr 5, 2024 · 11:14 PM UTC",accidentevial conductor entra con todo y camioneta al super en la calle paricutín y de abril en la colonia roma al sur de monterrey,problema vial,10,6,1,1,https://twitter.com/Informativo3651/status/1776387893646287239#m,"['https://pbs.twimg.com/media/GKb_X-TXEAA8wsY.jpg', 'https://pbs.twimg.com/media/GKb_X-kWcAAQghH.jpg']",,
@Informativo3651,Informativo365,"Apr 5, 2024 · 7:31 PM UTC",feto o alíen la fotografía de un extraño ser se ha viralizado en redes el hallazgo se realizó en una cueva del cerro de las mitras la imagen fue compartida por un usuario de facebook identificado como edu supervivencia mtyfollow jaimemaussan,no se relaciona,30,13,2,0,https://twitter.com/Informativo3651/status/1776331742208827404#m,"['https://pbs.twimg.com/media/GKbMTa7bwAIP4Sf.jpg', 'https://pbs.twimg.com/media/GKbMTcgbwAA4gYn.jpg']",,
@Informativo3651,Informativo365,"Mar 30, 2024 · 2:32 PM UTC",ante la situación el hombre que vestía short naranja y playera blanca comenzó a golpear la camioneta aparentemente con una hacha esto sucedió antes de llegar al puente de escobedo nl se desconocen los motivos de la pelea,no se relaciona,2,0,0,0,https://twitter.com/Informativo3651/status/1774082368472494209#m,,,
@Informativo3651,Informativo365,"Mar 30, 2024 · 2:32 PM UTC",pelea entre automovilistas sorprende a conductores de la carreteralaredo de acuerdo a testigos el conductor de la camioneta roja venía siguiendo a los tripulantes de la camioneta azúl uno de ellos se bajó y éste en varias ocasiones sufrió un intento de atropello,no se relaciona,34,15,8,1,https://twitter.com/Informativo3651/status/1774082366752842152#m,,['https://video.twimg.com/ext_tw_video/1774080805410615296/pu/pl/iewlfyq7jCb4Ogbv.m3u8?tag=12'],
@Informativo3651,Informativo365,"Mar 29, 2024 · 11:12 PM UTC",hombre intenta una selfie en el pico antena del cerrodelasilla resbala cae y sufre lesiones de consideración en la cabeza el masculino fue rescatado por elementos de auxilio quienes exhortan a la población evitar este tipo de actos inseguros,no se relaciona,29,14,6,1,https://twitter.com/Informativo3651/status/1773850694430195712#m,"['https://pbs.twimg.com/media/GJ37zMpXEAAruYY.jpg', 'https://pbs.twimg.com/media/GJ37zN5WwAAfg1b.jpg', 'https://pbs.twimg.com/media/GJ37zN3WQAAGNGO.jpg']",,
@Informativo3651,Informativo365,"Mar 29, 2024 · 8:47 PM UTC",sufre mordedura de víbora de cascabel un joven de años en la comunidad ciénega de gonzález en santiagonl el hombre fue trasladado vía aérea al hospital general de montemorelos,no se relaciona,14,6,0,0,https://twitter.com/Informativo3651/status/1773814381173702716#m,,['https://video.twimg.com/ext_tw_video/1773814040621469696/pu/pl/TeESl_i58CCUh5vE.m3u8?tag=12'],
@Informativo3651,Informativo365,"Mar 27, 2024 · 12:57 AM UTC",de terror tren embiste a un camión urbano de la ruta en el municipio de santacaratarina nl al menos pasajeros fueron atendiendos por paramédicos,no se relaciona,5,3,0,0,https://twitter.com/Informativo3651/status/1772789999970250846#m,,['https://video.twimg.com/ext_tw_video/1772789961311342592/pu/pl/6AG8Q-qVUQbFOfWX.m3u8?tag=12'],
@Informativo3651,Informativo365,"Mar 26, 2024 · 11:18 PM UTC",urgente en éstos momentos se registra incendio en la empresa coparmex ubicada en la av san nicolás movilidadsn arbsanjorge gobsannicolas,incendio,7,2,0,0,https://twitter.com/Informativo3651/status/1772765088694301175#m,,['https://video.twimg.com/ext_tw_video/1772765073984892928/pu/pl/wbI23F7CCOyWlzLE.m3u8?tag=12'],
@Informativo3651,Informativo365,"Mar 26, 2024 · 6:49 PM UTC",en el percance participaron la unidad con caja tipo tolva de la compañía kenworth con placas nsa y un volkswagen bora rrsb tras el choque el tráiler se incendió y el fuego se propagó hacia la cabina aunque el hombre fue atendido por paramédicos no logro sobrevivir,problema vial,2,0,1,0,https://twitter.com/Informativo3651/status/1772697463679221779#m,,,
@Informativo3651,Informativo365,"Mar 26, 2024 · 6:49 PM UTC",conductor de un tráiler muere en un aparatoso accidente vial tras impactarse con un vehículo particular en dr gonzález nl hasta el momento se desconoce la identidad del hombre,problema vial,9,4,1,1,https://twitter.com/Informativo3651/status/1772697461598912547#m,"['https://pbs.twimg.com/media/GJni8aoWgAASxcI.jpg', 'https://pbs.twimg.com/media/GJni8bUXEAEyk7I.jpg']",,
@Informativo3651,Informativo365,"Mar 26, 2024 · 12:43 AM UTC",cuando crees que ya la libraste y te atora el guardia de seguridad tiendasoriana los ángeles en sannicolas nl mtyfollow soydesannicolas eldelaconsty arbsanjorge,no se relaciona,44,13,2,0,https://twitter.com/Informativo3651/status/1772423988523696149#m,,['https://video.twimg.com/ext_tw_video/1772423954185310208/pu/pl/gUGdN41AcT1AcoFC.m3u8?tag=12'],
@Informativo3651,Informativo365,"Mar 25, 2024 · 10:08 PM UTC",bebé de meses queda atrapada dentro de una camioneta su mamá olvidó las llaves de manera accidental al interior del auto en monterrey por fortuna la bebé fue rescatada por policías de la sspcmonterrey los hechos se registraron la tarde del sábado en la col vista hermosa,no se relaciona,5,4,0,1,https://twitter.com/Informativo3651/status/1772385015856308321#m,"['https://pbs.twimg.com/media/GJjFcfaW0AAOl7h.jpg', 'https://pbs.twimg.com/media/GJjFcfZXoAAJYgh.jpg', 'https://pbs.twimg.com/media/GJjFcfcWwAAykaO.jpg', 'https://pbs.twimg.com/media/GJjFciSWEAEkuwS.jpg']",,
@Informativo3651,Informativo365,"Mar 24, 2024 · 2:20 PM UTC",trasciende el secuestro de una familia en cienegadeflorres nl de acuerdo a familiares el hecho ocurrió entre las y am del en la col villas de carrizalejo en el municipio antes mencionado aún no se emiten las fichas de búsqueda de las personas,no se relaciona,23,23,2,2,https://twitter.com/Informativo3651/status/1771904854035923287#m,['https://pbs.twimg.com/media/GJcSEulWYAAHef5.jpg'],,
@Informativo3651,Informativo365,"Mar 24, 2024 · 4:54 AM UTC",cae árbol sobre camioneta en sannicolas debido a los fuertes vientos que se presentan en la zona metropolitana de monterrey calle alfonso gravioto y ejército constitucionalista en la col constituyentes,no se relaciona,8,4,0,2,https://twitter.com/Informativo3651/status/1771762550096445785#m,"['https://pbs.twimg.com/media/GJaQplNX0AEifbm.jpg', 'https://pbs.twimg.com/media/GJaQpnOXIAALsf8.jpg']",,
@ElHorizontemx,El Horizonte,"Jun 21, 2024 · 4:14 AM UTC",el señor roy alanís narran como la mujer fue arrastrada por la corriente del arroyo,no se relaciona,19,8,0,0,https://twitter.com/ElHorizontemx/status/1804004990845165730#m,,['https://video.twimg.com/amplify_video/1804004930539393030/pl/W3G6bO0oQtj7QWMT.m3u8?tag=16'],
@EmmaRincon,Emmanuel Rincón,"Jun 21, 2024 · 12:51 AM UTC",donald trump dice que si una persona ha recibido un diploma universitario en estados unidos debería recibir inmediatamente una green card para quedarse en eeuu y se compromete a hacerlo realidad debemos retener el mejor talento,no se relaciona,6866,1192,68,57,https://twitter.com/EmmaRincon/status/1803953974262833379#m,,['https://video.twimg.com/ext_tw_video/1803953907414028288/pu/pl/GhF_cB82gma6wo21.m3u8?tag=12'],
@samuel_garcias,Samuel García,"Jun 21, 2024 · 4:02 AM UTC",hoy la división área de fuerza civil con el black hawk rescató en la huasteca a personas de los cuales eran menores muchas gracias a nuestra fuerza civil de oro por siempre proteger y servir a las familias de nuevo león,no se relaciona,2025,127,55,7,https://twitter.com/samuel_garcias/status/1804001890314707215#m,,['https://video.twimg.com/amplify_video/1804001828524429313/pl/vwFgsqJ7E2ubEMjj.m3u8?tag=16'],
@mty_360,MTY360™,"Jun 21, 2024 · 2:08 AM UTC",el río santa catarina ante el paso de alberto,no se relaciona,3066,504,18,17,https://twitter.com/mty_360/status/1803973222788145605#m,,['https://video.twimg.com/ext_tw_video/1803973190986928133/pu/pl/fXyWRu-xslURGsmy.m3u8?tag=12'],
@ParqueChipinque,Parque Ecológico Chipinque A.B.P.,"Jun 20, 2024 · 7:55 PM UTC",las fuertes lluvias han impactado significativamente al parque ecológico chipinque les compartimos estas imágenes para puedan ver el estado actual de nuestra reserva natural durante estos eventos climáticos chipinque lluviastropicales tormentaalberto,lluvia,767,163,8,3,https://twitter.com/ParqueChipinque/status/1803879473215082803#m,,['https://video.twimg.com/ext_tw_video/1803879324493185024/pu/pl/MQavV-t_C1ws8QYh.m3u8?tag=12'],
@ParqueChipinque,Parque Ecológico Chipinque A.B.P.,"Jun 21, 2024 · 2:16 AM UTC",FALSO,no se relaciona,20,6,0,0,https://twitter.com/ParqueChipinque/status/1803975164687978711#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:51 AM UTC",cierres a la vialidad por inundaciones zona centro conchello y san nicolas ruiz cortines y conchello constitución carriles ordinarios y dr coss constitución carriles ordinarios y padre mier carriles express de las avenidas moroes prieto y constitución,problema vial,9,2,2,0,https://twitter.com/mtygob/status/1803984061037449586#m,,,
@telediariomty,@telediariomty,"Jun 21, 2024 · 12:16 AM UTC",se reactivan labores a partir de mañana clases reinician hasta el lunes,no se relaciona,10,1,0,0,https://twitter.com/telediariomty/status/1803945125179199627#m,,,
@arualsanpedrogg,"San Pedro GG, NL","Jun 21, 2024 · 2:56 AM UTC",spgg,no se relaciona,2,0,0,0,https://twitter.com/arualsanpedrogg/status/1803985290639651239#m,,,
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:45 AM UTC",instituto mexicano del seguro social emite comunicado informando la reactivación de labores telediarionocturno con luiscarlosortiz y sandragonzalezc,no se relaciona,18,4,1,0,https://twitter.com/telediariomty/status/1803982587515539756#m,,['https://video.twimg.com/amplify_video/1803982184036102144/pl/CYz5Rad83cTqFUkp.m3u8?tag=14'],
@telediariomty,@telediariomty,"Jun 21, 2024 · 2:47 AM UTC",conduce con precaución protección civil reporta fuerte lluvia en carretera monterreyreynosa,lluvia,7,1,0,0,https://twitter.com/telediariomty/status/1803983021487624485#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:23 AM UTC",semáforos con fallas edison y colón degollado y colón zaragoza y espinosa zaragoza y ruperto martínez de septiembre y nuevo león de septiembre y san luis dr coss y juan i ramón juan i ramón y zuazua zuazua y espinosa,eléctrico,8,6,2,0,https://twitter.com/mtygob/status/1803977052351271378#m,,,
@autopistasalmty,Autopista Saltillo-Monterrey,"Jun 21, 2024 · 2:23 AM UTC",atención autopista saltillo monterrey continúa cerrada en ambos sentidos por las afectaciones derivadas del fenómeno meteorológico alberto tome sus precauciones,no se relaciona,89,29,20,0,https://twitter.com/autopistasalmty/status/1803976905051279392#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:18 AM UTC",cierres viales alfonso reyes y garza sada norte a sur garza sada a la altura del parque canoas sur a norte garza sada a la altura del parque canoas norte a sur antiguo camino a villa de santiago y hacienda,no se relaciona,2,2,1,0,https://twitter.com/mtygob/status/1803975857310228681#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:18 AM UTC",cierres viales constitución y dr coss constitución y padre mier morones prieto y ayutla carriles ordinarios morones prieto y revolución carriles ordinarios y exprés alfonso reyes y garza sada sur a norte alfonso reyes y garza sada norte a sur,problema vial,2,2,1,0,https://twitter.com/mtygob/status/1803975697175904539#m,,,
@luisaraujo_hdz,Luis Araujo ⚾️,"Jun 20, 2024 · 7:56 PM UTC",se forman cascadas en el cerro de las mitras por la zona de misión de santa catarina se pueden apreciar de un gran tamaño alberto santacatarina monterrey,no se relaciona,2322,307,14,11,https://twitter.com/luisaraujo_hdz/status/1803879655251787890#m,,['https://video.twimg.com/ext_tw_video/1803878817124999168/pu/pl/RDgYAtu0GFr81-An.m3u8?tag=12'],
@pc_mty,Protección Civil Monterrey,"Jun 21, 2024 · 1:51 AM UTC",continuamos realizando recorridos si te encuentras en una emergencia llama al,no se relaciona,45,6,0,1,https://twitter.com/pc_mty/status/1803968951384158493#m,,['https://video.twimg.com/ext_tw_video/1803968923483709440/pu/pl/tCvBYkx3sd1PG27K.m3u8?tag=12'],
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 12:28 AM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,lluvia,1098,162,38,14,https://twitter.com/LCAlatorre/status/1803947949983989973#m,['https://pbs.twimg.com/media/GQjpGb5akAE4gki.jpg'],,
@arualsanpedrogg,"San Pedro GG, NL","Jun 21, 2024 · 1:52 AM UTC",,no se relaciona,1,0,0,0,https://twitter.com/arualsanpedrogg/status/1803969120729469293#m,,,
@arualsanpedrogg,"San Pedro GG, NL","Jun 21, 2024 · 1:34 AM UTC",spgg,no se relaciona,2,0,0,0,https://twitter.com/arualsanpedrogg/status/1803964596333744542#m,,,
@xevtfm,xevt - xhvt,"Jun 20, 2024 · 9:28 PM UTC",loúltimo abren compuerta de presa la boca para comenzar con el almacenamiento controlado de la presa de el cuchillo en nuevo león,no se relaciona,2,1,1,0,https://twitter.com/xevtfm/status/1803902815255040164#m,,['https://video.twimg.com/amplify_video/1803890776650453001/pl/QP7X9hDjlGD46-2O.m3u8?tag=16'],
@arualsanpedrogg,"San Pedro GG, NL","Jun 20, 2024 · 7:04 PM UTC",,no se relaciona,1,0,1,0,https://twitter.com/arualsanpedrogg/status/1803866586694230037#m,,,
@samuel_garcias,Samuel García,"Jun 20, 2024 · 6:34 PM UTC",la presa de la boca está al de su capacidad y las lluvias continúan vinimos a evaluar la apertura de las compuertas de la presa en las próximas horas por favor quédense en casa no salgan y ante cualquier emergencia llamen al gracias licmariajulia por ayudarnos a,lluvia,401,46,47,2,https://twitter.com/samuel_garcias/status/1803859025756590140#m,,['https://video.twimg.com/amplify_video/1803858713079615491/pl/6oXmVcrgqZRrwF6y.m3u8?tag=16'],
@XochitlGalvez,Xóchitl Gálvez Ruiz,"Jun 20, 2024 · 6:30 PM UTC",me reuní con la dirigencia de accionnacional su presidente markocortes su secretaria general noemilunazac y su secretaria general adjunta ceciliaromeroc nos hablamos de frente transparente y con la verdad les comenté que empezaré un recorrido por todo el país para,eléctrico,5823,993,2693,154,https://twitter.com/XochitlGalvez/status/1803857931743735994#m,"['https://pbs.twimg.com/media/GQiXKfjakAE3Yj4.jpg', 'https://pbs.twimg.com/media/GQiXLFEakAQSE5T.jpg']",,
@arualsanpedrogg,"San Pedro GG, NL","Jun 20, 2024 · 6:17 PM UTC",spgg,no se relaciona,0,0,0,0,https://twitter.com/arualsanpedrogg/status/1803854620437156007#m,,,
@mtygob,Gobierno Monterrey,"Jun 20, 2024 · 6:00 PM UTC",en este momento compañeros de pcmty se encuentran atendiendo el reporte de deslave del carril express en av constitución y av venustiano carranza se pide a la ciudadanía evitar circular por la zona y extremar precauciones,problema vial,373,88,10,9,https://twitter.com/mtygob/status/1803850344562331887#m,['https://pbs.twimg.com/media/GQiQUTfakAM9eIc.jpg'],,
@AleGon_27,Alejandro Gonzalez,"Jun 20, 2024 · 5:31 PM UTC",alerta afectaciones por desgajamiento en carril express en constitución y venustiano carranza monterrey personal de protección civil nuevo león y protección civil monterrey ya en la zona tormentatropical alberto enfoquemty mtyfollow,lluvia,103,30,3,2,https://twitter.com/AleGon_27/status/1803843135916614006#m,,['https://video.twimg.com/amplify_video/1803843112470540288/pl/ePu2_hL0guKQQym7.m3u8?tag=16'],
@RTDNEWS,Richmond Times-Dispatch,"Jun 20, 2024 · 5:42 PM UTC",donald sutherland the towering actor whose career spanned mash to hunger games dies at,no se relaciona,1,2,0,0,https://twitter.com/RTDNEWS/status/1803845790730756107#m,,,
@karlaiberia,Karla Iberia Sánchez,"Jun 20, 2024 · 5:19 PM UTC",urgente claudia sheinbaum nombra a marcelo ebrard como próximo secretario de economía,no se relaciona,47,9,9,1,https://twitter.com/karlaiberia/status/1803840104383025328#m,,,
@karlaiberia,Karla Iberia Sánchez,"Jun 20, 2024 · 5:21 PM UTC",urgente claudia sheinbaum presenta a dra rosaura ruiz como titular de la secretaría de ciencia humanidades tecnología e innovación sube a conacyt a rango de secretaría,no se relaciona,69,15,4,2,https://twitter.com/karlaiberia/status/1803840536417046566#m,,,
@karlaiberia,Karla Iberia Sánchez,"Jun 20, 2024 · 5:21 PM UTC",ahora juan ramón de la fuente será secretario de relaciones exteriores,no se relaciona,8,3,0,0,https://twitter.com/karlaiberia/status/1803840731703832872#m,,,
@karlaiberia,Karla Iberia Sánchez,"Jun 20, 2024 · 5:23 PM UTC",gabinete claudia sheinbaum nombra a alicia bárcena próxima secretaria de medio ambiente,no se relaciona,5,4,1,0,https://twitter.com/karlaiberia/status/1803841143173448098#m,,,
@karlaiberia,Karla Iberia Sánchez,"Jun 20, 2024 · 5:26 PM UTC",gabinete claudia sheinbaum nombra a dr julio berdegué como titular de secretaría de agricultura ex subdirector de fao para américa latina y el caribe,no se relaciona,14,9,0,1,https://twitter.com/karlaiberia/status/1803841902447657115#m,,,
@karlaiberia,Karla Iberia Sánchez,"Jun 20, 2024 · 5:27 PM UTC",gabinetedegobierno ernestina godoy será consejera jurídica de presidencia de la república,no se relaciona,15,3,2,0,https://twitter.com/karlaiberia/status/1803842081787645970#m,,,
@juliocesarcano,Julio Cesar,"Jul 3, 2012 · 1:50 PM UTC",parabensmarianavalado,no se relaciona,0,0,0,0,https://twitter.com/juliocesarcano/status/220152643341918209#m,,,
@juliocesarcano,Julio Cesar,"Apr 20, 2012 · 5:10 PM UTC",isasoares ah faz tempo q no te vejo hauha bjo,no se relaciona,0,0,0,0,https://twitter.com/juliocesarcano/status/193386260629430274#m,,,
@juliocesarcano,Julio Cesar,"Apr 20, 2012 · 1:58 PM UTC",isasoares boa dia sumida kkk,no se relaciona,0,0,0,0,https://twitter.com/juliocesarcano/status/193337749061902336#m,,,
@juliocesarcano,Julio Cesar,"Apr 14, 2012 · 1:23 PM UTC",santosanos parabéns ao meu time te amo santos de muita conquistas,no se relaciona,0,0,0,0,https://twitter.com/juliocesarcano/status/191154634059030529#m,,,
@juliocesarcano,Julio Cesar,"Feb 27, 2012 · 12:51 PM UTC",bom dia esse é o dia que o senhor já fez,no se relaciona,0,0,0,0,https://twitter.com/juliocesarcano/status/174114305682317312#m,,,
@juliocesarcano,Julio Cesar,"Jan 17, 2012 · 11:02 PM UTC",luccastg eae mano cmo ta a chuva ai em santo andre manda noticia fmz mano,no se relaciona,0,0,0,0,https://twitter.com/juliocesarcano/status/159410275584442369#m,,,
@juliocesarcano,Julio Cesar,"Jan 14, 2012 · 9:28 PM UTC",indo pegar um culto abraos,no se relaciona,0,0,0,0,https://twitter.com/juliocesarcano/status/158299395782230016#m,,,
