Usuario,Nombre,Fecha,Texto,Tipo,Nivel,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs
@samuel_garcias,Samuel García,"Jun 20, 2024 · 4:40 PM UTC",todos en alerta y en resguardo ni labores ni clases viene lluvia extrema,lluvia,,5037,421,194,47,https://twitter.com/samuel_garcias/status/1803830274599366965#m,['https://pbs.twimg.com/media/GQh-ExwWsAAGboG.jpg'],,
@jaimeromanjr,Jaime Sanchez,"Jun 20, 2024 · 4:13 PM UTC",buenos días pasé por concordia entre av e sexta hasta antiguo camino santa rosa y todo está bien no hay inundación,inundación,,12,1,0,0,https://twitter.com/jaimeromanjr/status/1803823521958887433#m,,,
@Apodaca_News,APODACA NEWS,"Jun 20, 2024 · 3:44 PM UTC",encomiéndense a san transformador para que no se les vaya la luz con esta tormenta querido transformador no me vayas a fallar no sea que durante la lluvia te me vayas a estallar aguanta los fuertes vientos también esos chubascones porque ocupamos la luz pa aguantar,eléctrico,,24,7,1,0,https://twitter.com/Apodaca_News/status/1803816076922208556#m,['https://pbs.twimg.com/media/GQhxKViW8AAqYWL.png'],,
@Apodaca_News,APODACA NEWS,"Jun 20, 2024 · 3:43 PM UTC",regresa la lluvia en la zona santa rosa apodaca,lluvia,,44,1,3,0,https://twitter.com/Apodaca_News/status/1803815950925340785#m,,,
@Apodaca_News,APODACA NEWS,"Jun 20, 2024 · 3:13 PM UTC",esto aun no acaba a medio día podríamos recibir más lluvias por el paso de alberto sobre nuevoleon no se confíen atentos a los pronósticos,lluvia,,24,2,0,0,https://twitter.com/Apodaca_News/status/1803808361143587215#m,,,
@Conagua_OCRB,Conagua OCRB Mty,"Jun 20, 2024 · 2:29 PM UTC",corte de lluvias de las hrs del día miércoles de junio a las hrs del jueves de junio registradas en las estaciones automáticas del ocrb,lluvia,,217,55,4,4,https://twitter.com/Conagua_OCRB/status/1803797371366621418#m,['https://pbs.twimg.com/media/GQhgJZVWMAA7qbG.jpg'],,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 5:09 AM UTC",av universidad tapia a la altura de estación del metro tapia inundación media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,inundación,,1,2,1,0,https://twitter.com/GobSanNicolas/status/1804018851178307869#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:51 AM UTC",cierres a la vialidad por inundaciones hasta el momento zona sur camino al mirador y lazaro cardenas parque canoas antiguo camino a villa de santiago y avenida la hacienda antiguo camino a villa de santiago y santa anita,inundación,,70,15,1,0,https://twitter.com/mtygob/status/1803983994243158135#m,,,
@AeropuertoDeMTY,Aeropuerto Internacional de Monterrey,"Jun 21, 2024 · 4:48 AM UTC",aeropuertodemty informa c de temperatura de humedad millas de visibilidad cielo cubierto a una altura de ft y lluvia ligera aeropuerto operando,lluvia,,18,2,2,1,https://twitter.com/AeropuertoDeMTY/status/1804013551561961564#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:37 AM UTC",intensidad de lluvia por región zona poniente moderadaconstante zona centro moderadaconstante zona oriente moderadaconstante,lluvia,,1,1,0,0,https://twitter.com/GobSanNicolas/status/1804010799746187438#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:39 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media,inundación,,2,1,0,0,https://twitter.com/GobSanNicolas/status/1804011246468870161#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:40 AM UTC",av universidad tapia a la altura de estación del metro tapia inundación media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,inundación,,0,1,1,0,https://twitter.com/GobSanNicolas/status/1804011397203866010#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 4:11 AM UTC",intensidad de lluvia por región zona poniente moderadaconstante zona centro moderadaconstante zona oriente moderadaconstante,lluvia,,0,1,0,0,https://twitter.com/GobSanNicolas/status/1804004230434304190#m,,,
@IMSSNL,IMSS Nuevo León,"Jun 21, 2024 · 3:40 AM UTC",mensaje importante del titular del imssnl dr tonatihu ortiz castillo sobre las afectaciones de las fuertes lluvias en la umf no,lluvia,,21,6,1,0,https://twitter.com/IMSSNL/status/1803996300544741541#m,,['https://video.twimg.com/ext_tw_video/1803996179283181569/pu/pl/kt3MVMPF_uEIN9F8.m3u8?tag=12'],
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 2:36 AM UTC",intensidad de lluvia por región zona poniente intensaconstante zona centro intensaconstante zona oriente intensaconstante,lluvia,,2,2,1,0,https://twitter.com/GobSanNicolas/status/1803980396956094727#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 2:37 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación media,inundación,,2,3,0,0,https://twitter.com/GobSanNicolas/status/1803980632915071025#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 2:38 AM UTC",juan pablo ii cristina larralde y san nicolás inundación media av manuel l barragán desde sendero hasta fidel vzz inundación media av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación media,inundación,,3,3,0,0,https://twitter.com/GobSanNicolas/status/1803980707024273897#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 21, 2024 · 2:38 AM UTC",av universidad tapia a la altura de estación del metro tapia inundación media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,inundación,,2,3,0,0,https://twitter.com/GobSanNicolas/status/1803980752251420706#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 20, 2024 · 10:17 PM UTC",intensidad de lluvia por región zona poniente moderadaconstante zona centro moderadaconstante zona oriente moderadaconstante,lluvia,,0,2,0,0,https://twitter.com/GobSanNicolas/status/1803915073859011044#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 20, 2024 · 10:19 PM UTC",av lópez mateos en sus cruces con privada lópez mateos y fundidores inundación alta av universidad tapia a la altura de estación del metro tapia inundación alta arroyo la talaverana a la altura de la col blas chumacera y talaverana inundación media,inundación,,1,2,0,0,https://twitter.com/GobSanNicolas/status/1803915557483221462#m,,,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 20, 2024 · 10:18 PM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación baja juan pablo ii cristina larralde y san nicolás inundación baja av manuel l barragán desde sendero hasta fidel vzz inundación media,inundación,,4,2,1,0,https://twitter.com/GobSanNicolas/status/1803915439635878339#m,,,
@DarkKnightMty,DarkKnightMty,"Jun 20, 2024 · 8:49 PM UTC",vasconcelos cerrado por inundación frente a plaza tanarah sí ahí donde a pesar de hacer una reparación pluvial nomás no se puede con ese constante problema cada que llueve monterrey spgg alberto,inundación,,470,69,8,0,https://twitter.com/DarkKnightMty/status/1803893063758074073#m,,['https://video.twimg.com/ext_tw_video/1803893046532067328/pu/pl/TCUnPDgEQ2jOJ2PX.m3u8?tag=12'],
@elnortelocal,elnortelocal,"Jun 20, 2024 · 7:05 PM UTC",local ayd pide a la población no beber agua de la llave ya que por las recientes lluvias los procesos de purificación no alcanzan a aclararla,lluvia,,843,213,55,21,https://twitter.com/elnortelocal/status/1803866682655424820#m,,['https://video.twimg.com/ext_tw_video/1803866604289056769/pu/pl/AK4Kkhb2EQ-3jJut.m3u8?tag=12'],
@samuel_garcias,Samuel García,"Jun 20, 2024 · 8:41 PM UTC",ya abrimos la compuerta de la boca para comenzar con el almacenamiento controlado toda el agua directa a el cuchillo y las lluvias siguen sigamos con mucha precaución y sin arriesgarnos,lluvia,,2311,232,151,15,https://twitter.com/samuel_garcias/status/1803890890705887532#m,,['https://video.twimg.com/amplify_video/1803890776650453001/pl/QP7X9hDjlGD46-2O.m3u8?tag=16'],
@GobSanNicolas,Gobierno de San Nicolás,"Jun 20, 2024 · 8:43 PM UTC",intensidad de lluvia por región zona poniente bajaconstante zona centro moderadaconstante zona oriente moderadaconstante,lluvia,,3,3,0,0,https://twitter.com/GobSanNicolas/status/1803891490109976821#m,,,
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 21, 2024 · 1:46 AM UTC",arrecia nuevamente la lluvia en sannicolas arroyos debajo del de capacidad todas alas avenidas abiertas maneje con precaución pm gobsannicolas emergencias alerta,lluvia,,72,21,4,0,https://twitter.com/daniel_carrillo/status/1803967703901782403#m,,,
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 21, 2024 · 2:16 AM UTC",sin tregua otra vez la lluvia en sannicolas son remanentes pero con mucha intensidad,lluvia,,14,3,0,0,https://twitter.com/SoyDeSanNicolas/status/1803975362411409507#m,,,
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 11:59 PM UTC",regresa la lluvia en sannicolas se espera que dure el resto de la tarde,lluvia,,19,1,0,0,https://twitter.com/SoyDeSanNicolas/status/1803940792983036017#m,,,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 9:39 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,lluvia,,1787,231,85,19,https://twitter.com/LCAlatorre/status/1803905509847671128#m,['https://pbs.twimg.com/media/GQjCf8FXIAAzruy.jpg'],,
@GobSanNicolas,Gobierno de San Nicolás,"Jun 20, 2024 · 7:24 PM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundación media las puentes cristina larralde inundación baja juan pablo ii cristina larralde y san nicolás inundación media av manuel l barragán desde sendero hasta fidel vzz inundación media,inundación,,10,9,1,0,https://twitter.com/GobSanNicolas/status/1803871532743082285#m,,,
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 7:24 PM UTC",pm regresa la lluvia con mas intensidad a sannicolas aumentan los niveles de la banqueta en la zona las puentes,lluvia,,16,1,1,0,https://twitter.com/SoyDeSanNicolas/status/1803871551567097954#m,,,
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 4:13 PM UTC",el monstruo convectivo que se aproxima a la zona metropolitana de monterrey intensa lluvia cerca del mediodía y extendiéndose por varias horas precaución alberto,lluvia,,2443,430,56,40,https://twitter.com/nelvaldez/status/1803823488614232558#m,['https://pbs.twimg.com/media/GQh33yXbQAAkQ_L.jpg'],,
@samuel_garcias,Samuel García,"Jun 20, 2024 · 4:40 PM UTC",todos en alerta y en resguardo ni labores ni clases viene lluvia extrema,lluvia,,5037,421,194,47,https://twitter.com/samuel_garcias/status/1803830274599366965#m,['https://pbs.twimg.com/media/GQh-ExwWsAAGboG.jpg'],,
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 3:45 PM UTC",no hay cierres a las am en sannicolas circulen con precaucion porque regreso la lluvia,lluvia,,5,1,0,0,https://twitter.com/SoyDeSanNicolas/status/1803816416258220162#m,,,
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 3:40 PM UTC",am regresa la lluvia a sannicolas,lluvia,,5,1,0,0,https://twitter.com/SoyDeSanNicolas/status/1803815262413533184#m,,,
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 2:57 PM UTC",alberto se degrada a una depresión tropical sus efectos de intensas lluvias continúan en las próximas horas en toda la región am,lluvia,,552,38,7,3,https://twitter.com/nelvaldez/status/1803804458318704685#m,,,
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 12:52 PM UTC",am tormenta alberto en sannicolas regresa la lluvia con mayor intensidad en el municipio siguen los encharcamientos en las principales avenidas,lluvia,,6,0,0,0,https://twitter.com/SoyDeSanNicolas/status/1803772943496777796#m,,,
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 20, 2024 · 12:40 PM UTC",precaución seguirá lluvias en san nicolás toma tu tiempo para tus actividades y prevención al manejar todas las avenidas sannicolás abiertas algunos carriles de baja velocidad presentan encharcamiento buen jueves cicmty cindycavazosmx marcosgarciardz lilyolivaresc,lluvia,,105,25,7,1,https://twitter.com/daniel_carrillo/status/1803769840437530970#m,,,
@samuel_garcias,Samuel García,"Jun 20, 2024 · 5:16 AM UTC",gracias al trabajo de agua y drenaje nuestras presas están listas para captar toda el agua de estas lluvias y muy pronto estará llegando a nuestras casas sigamos prevenidos si no es necesario no salgan de casa y estén pendientes de los canales oficiales buenas noches,lluvia,,497,51,65,4,https://twitter.com/samuel_garcias/status/1803658056120643585#m,,['https://video.twimg.com/amplify_video/1803657186049974272/vid/avc1/1920x1080/lOPda0wyPVuEIf7Y.mp4?tag=16'],
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 3:51 AM UTC",arrecia la lluvia en la zona santo domingo sannicolas,lluvia,,12,1,1,0,https://twitter.com/SoyDeSanNicolas/status/1803636781130096739#m,,,
@MilenioMty,Milenio Monterrey,"Jun 20, 2024 · 2:50 AM UTC",alertaporlluvias así se ve la corriente del río santa catarina tras el primer día de lluvias por la tormenta tropical alberto jorge lópez,inundación,,716,69,1,4,https://twitter.com/MilenioMty/status/1803621421056401686#m,['https://pbs.twimg.com/media/GQe_mJbaQAA_4pU.jpg'],,
@SoyDeSanNicolas,SAN NICOLÁS NEWS,"Jun 20, 2024 · 2:10 AM UTC",pm tormenta alberto no hay cierres viales en sannicolas al momento la lluvia seguirá pero nos da tregua unas horas para mantener avenidas abiertas,lluvia,,13,1,0,0,https://twitter.com/SoyDeSanNicolas/status/1803611257116704858#m,,,
@BomberosNL,Bomberos de Nuevo León,"May 30, 2024 · 9:41 PM UTC",en un incendio un bombero puede perder entre y litros de líquidos en horas en condiciones extremas esta pérdida puede ser aún mayor alcanzando hasta litros por hora si deseas apoyar el programa de hidratación de los bomberos contáctanos en este post o vía dm,eléctrico,,90,34,8,5,https://twitter.com/BomberosNL/status/1796295810650660955#m,['https://pbs.twimg.com/media/GO25gnAWAAEqtK9.jpg'],,
@BomberosNL,Bomberos de Nuevo León,"May 10, 2024 · 3:30 AM UTC",desde las hasta las hrs bomberos han respondido a incendios de diferentes tipos y magnitudes en varios municipios bomberosnl seguridadprimero,no se relaciona,,11,1,0,0,https://twitter.com/BomberosNL/status/1788773655239073807#m,,['https://video.twimg.com/ext_tw_video/1788773601732145152/pu/pl/FyWKM_L0ueLR5kGS.m3u8?tag=12'],
@BomberosNL,Bomberos de Nuevo León,"May 7, 2024 · 11:29 PM UTC",prevenir incendios en terrenos baldíos es crucial para evitar daños a la propiedad proteger el medio ambiente y garantizar la seguridad de las personas una de las principales causas de incendios en terrenos baldíos es la acumulación de basura y desechos prevenir es proteger,no se relaciona,,6,1,0,0,https://twitter.com/BomberosNL/status/1787988126641557561#m,"['https://pbs.twimg.com/media/GNA1nbLWgAAdyxb.jpg', 'https://pbs.twimg.com/media/GNA1oJ0X0AAyNzp.jpg']",,
@BomberosNL,Bomberos de Nuevo León,"May 6, 2024 · 5:22 PM UTC",reporte de servicios los bomberos de nuevo león se mantienen activos atendiendo diversas emergencias se movilizaron para enfrentar múltiples servicios atendieron incendios en unidades de transporte locales comerciales propiedades abandonadas bodegas y lotes de basura,no se relaciona,,15,1,0,0,https://twitter.com/BomberosNL/status/1787533395720904875#m,"['https://pbs.twimg.com/media/GM6YI0kXQAAHbpV.jpg', 'https://pbs.twimg.com/media/GM6YI0mXAAA4Lrg.jpg', 'https://pbs.twimg.com/media/GM6YI0hXQAEeqfe.jpg']",,
@IdentidadNL,Identidad Nuevo León,"May 6, 2024 · 1:39 AM UTC",incendio se quema la plaza tiktok en monterrey el comercio ubicado en las calles juan ignacio ramón y garibaldio sufrio un siniestro similar el de diciembre de riesgo bomberosnl pcnuevoleon pcmty,eléctrico,,4,3,1,0,https://twitter.com/IdentidadNL/status/1787296131984024026#m,,['https://video.twimg.com/ext_tw_video/1787296046705467392/pu/pl/lq8xwXNpZV6OnFK3.m3u8?tag=12'],
@PorvenirMx,El Porvenir MX,"May 6, 2024 · 3:26 PM UTC",seguridad el incendio de un domicilio en la colonia caracol movilizó a elementos de bomberosnl y pcnuevoleon y municipal sin que se reportaran lesionados alrededor de las horas del domingo se registraron los hechos en el cruce de las calles morelos y da zona,eléctrico,,3,2,0,0,https://twitter.com/PorvenirMx/status/1787504180921315743#m,"['https://pbs.twimg.com/media/GM59VsRWoAA6f3V.jpg', 'https://pbs.twimg.com/media/GM59YCwWcAAzo4s.jpg', 'https://pbs.twimg.com/media/GM59ZqnXgAAJVAb.jpg', 'https://pbs.twimg.com/media/GM59amNXYAEE_E3.jpg']",,
@PC_NuevoLeon,Protección Civil NL,"May 1, 2024 · 11:27 PM UTC",incendio en casa habitación pcnuevoleon acude a reporte de incendio en domicilio en santo domingo col ciudad satelite mty al momento se encuentra controlado por parte de bomberos de nuevo león se consume la sala en la parte alta provocando demaciado humo,eléctrico,,12,1,1,0,https://twitter.com/PC_NuevoLeon/status/1785813433063223404#m,"['https://pbs.twimg.com/media/GMh71NbWIAAHHyc.jpg', 'https://pbs.twimg.com/media/GMh72KlWMAAkYru.jpg', 'https://pbs.twimg.com/media/GMh71_PW4AAk5vZ.jpg', 'https://pbs.twimg.com/media/GMh72nkWwAA6TrK.jpg']",,
@Noticias28nl,Noticias 28 NL,"May 3, 2024 · 4:21 PM UTC",bomberos nuevo león rescató a un gatito de un incendio en una vivienda ubicada en la colonia nueva morelos en monterrey en las fotos se observa a un bombero sosteniendo al felino de color blanco con negro de aproximadamente unas semanas de nacido poniéndolo a salvo,eléctrico,,1,1,1,0,https://twitter.com/Noticias28nl/status/1786431009560330407#m,"['https://pbs.twimg.com/media/GMqth9-W8AcA5oz.jpg', 'https://pbs.twimg.com/media/GMqtiFjW8AAVpoH.jpg', 'https://pbs.twimg.com/media/GMqtiMPWQAAk-VP.jpg']",,
@saz2000,Alejandro Zuñiga/Bomberos NL,"May 6, 2024 · 1:20 AM UTC",buenas tardes bomberos nl estaciones y central en coordinación con las direcciones de protección civil del edo y mty atendemos reporte de incendio en locales de colegio civil y juan ignacio ramón zona centro de monterrey info en proceso,eléctrico,,37,14,0,0,https://twitter.com/saz2000/status/1787291323869106364#m,,['https://video.twimg.com/ext_tw_video/1787291297923190784/pu/pl/90hXXiqXgKJGqGsg.m3u8?tag=12'],
@BomberosNL,Bomberos de Nuevo León,"Apr 29, 2024 · 3:19 PM UTC",hoy por la mañana estación y central respondieron a un incendio en el mercado campesino su rápida acción y coordinación con el apoyo de protección civil de mty y nl fueron fundamentales para controlar la situación el incendio afectó locales con material diverso,eléctrico,,3,0,0,0,https://twitter.com/BomberosNL/status/1784965717382623641#m,"['https://pbs.twimg.com/media/GMV42mZXIAAu5wH.jpg', 'https://pbs.twimg.com/media/GMV42mbWQAAMD-5.jpg']",,
@Victorpdlg981,Victor Pedraza,"Feb 9, 2024 · 11:22 PM UTC",bomberosnl no duerme nuevoleón monterrey bomberos incendio,eléctrico,,16,2,0,0,https://twitter.com/Victorpdlg981/status/1756096249411801121#m,,['https://video.twimg.com/ext_tw_video/1756096153173553152/pu/pl/p-QdOsynR8Yw3fCm.m3u8?tag=12'],
@telediariomty,@telediariomty,"Dec 7, 2023 · 2:26 AM UTC",el incendio de un vehículo provocado por un accidente vial se registró la noche de este miércoles en el carril exprés de la avenida constitución a la transitada avenida acudieron bomberos quienes sofocaron el incendio en su totalidad,eléctrico,,18,4,0,0,https://twitter.com/telediariomty/status/1732587296455578000#m,,['https://video.twimg.com/amplify_video/1732587111834935297/pl/NVEGFdE-XlSwkEq6.m3u8?tag=14'],
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 16, 2023 · 9:41 PM UTC",buenas tardes bomberos nl estaciones y atienden reporte de incendio en el río santa catarina lo anterior a la altura de la av pino suárez propagándose al pte se trabaja en coordinación con pcmty pcnuevoleon medioambientenl israelmendez,eléctrico,,26,10,1,3,https://twitter.com/saz2000/status/1691928080997097978#m,,['https://video.twimg.com/ext_tw_video/1691928043965579264/pu/pl/y7MkldKrXF-tbJvF.m3u8?tag=12'],
@saz2000,Alejandro Zuñiga/Bomberos NL,"Aug 17, 2023 · 1:10 AM UTC",estación n de bomberos nl atendiendo reporte de incendio en lote baldío regio parque industrial apodaca nl,eléctrico,,16,6,0,0,https://twitter.com/saz2000/status/1691980740651540527#m,,['https://video.twimg.com/ext_tw_video/1691980703406096384/pu/pl/vu5W62lpiS-TWECx.m3u8?tag=12'],
@elnortelocal,elnortelocal,"Aug 16, 2023 · 9:13 PM UTC",almomento elementos de pcmty y bomberosnl trabajan en el combate de un incendio en el lecho del río santa catarina a la altura del puente cuauhtémoc y la avenida morones prieto,eléctrico,,18,9,2,1,https://twitter.com/elnortelocal/status/1691921232504209537#m,,['https://video.twimg.com/ext_tw_video/1691921192909942784/pu/pl/-Hq2YniSdNwiE-we.m3u8?tag=12&v=0f9'],
@911SanPedro,Rescate 911 San Pedro,"Jun 16, 2023 · 6:56 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio de un vehículo pesado sobre la av gómez morin surnte y av josé vasconcelos tráfico presente en la zona spgg pcsp,eléctrico,,27,7,1,0,https://twitter.com/911SanPedro/status/1669781037994352645#m,,['https://video.twimg.com/ext_tw_video/1669781010202894353/pu/pl/8EQ6XIvplcYEBumv.m3u8?tag=12'],
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 16, 2023 · 12:27 PM UTC",se informa bomberos nl estación n atendió reporte de incendio en vivienda colonia hacienda los ayala escobedo nl se reporta una persona sin vida info en proceso,eléctrico,,30,5,0,2,https://twitter.com/saz2000/status/1669683203961937926#m,,['https://video.twimg.com/ext_tw_video/1669683179148460033/pu/pl/hq90jIeQ6MAgMUzX.m3u8?tag=12'],
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 12, 2023 · 7:51 PM UTC",buenas tardes bomberos nl estaciones y central en coordinación con sanpedro atendimos reporte de incendio en casahabitación en la colonia villa montaña spgg,eléctrico,,22,5,1,1,https://twitter.com/saz2000/status/1668345388733169665#m,"['https://pbs.twimg.com/media/FycnOAsX0AA7t93.jpg', 'https://pbs.twimg.com/media/FycnOBkWYBAjFA7.jpg', 'https://pbs.twimg.com/media/FycnOAzWcAAi7Gm.jpg']",,
@911SanPedro,Rescate 911 San Pedro,"Jun 12, 2023 · 7:02 PM UTC",nos encontramos atendiendo junto a bomberosnl el reporte de un incendio al interior de un domicilio sobre la calle monte kilimanjaro y monte tolima no hay personas lesionadas bomberos ya se encuentran trabajando en el lugar spgg pcsp,eléctrico,,23,4,2,0,https://twitter.com/911SanPedro/status/1668332851308400640#m,['https://pbs.twimg.com/media/Fycb4jBaMAMlKsw.jpg'],,
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 9, 2023 · 9:45 PM UTC",buenas tardes elementos de la estación n de bomberos nl atendieron reporte de incendio conato en institución educativa tratándose de un corto circuito en el medidor colonia ébanos norte apodaca nl,eléctrico,,22,8,1,0,https://twitter.com/saz2000/status/1667286798840766464#m,"['https://pbs.twimg.com/media/FyNkgXWaAAMHWO_.jpg', 'https://pbs.twimg.com/media/FyNkgXXaUAABZ0v.jpg', 'https://pbs.twimg.com/media/FyNkgXYagAEebBz.jpg']",,
@911SanPedro,Rescate 911 San Pedro,"Jun 3, 2023 · 9:20 PM UTC",hace unos momentos se atendió el junto a bomberosnl el reporte de un incendio de vehículo al interior de un domicilio sobre la calle sauces y sierra chica spgg pcsp,eléctrico,,27,7,0,1,https://twitter.com/911SanPedro/status/1665106112134406144#m,['https://pbs.twimg.com/media/FxulIgoaAAAGEKz.jpg'],,
@saz2000,Alejandro Zuñiga/Bomberos NL,"May 31, 2023 · 10:58 PM UTC",buenas tardes acudimos el día de hoy a la instalación del consejo estatal de protección civil por la temporada de lluvias y ciclones tropicales agradecemos a pcnuevoleon nuevoleon ecavazos la invitación estamos a sus órdenes prevencion lluvias,lluvia,,9,1,0,0,https://twitter.com/saz2000/status/1664043682863931394#m,"['https://pbs.twimg.com/media/Fxfe6LOWcAEygOB.jpg', 'https://pbs.twimg.com/media/Fxfe6LPXwAEPwEq.jpg', 'https://pbs.twimg.com/media/Fxfe6LRXgAIuEeF.jpg', 'https://pbs.twimg.com/media/Fxfe6LMWwAIdCe-.jpg']",,
@Vitorr_elbomber,BOMBERO DE MTY NL.,"May 31, 2023 · 11:50 PM UTC",el día de hoy acudimos a un incendio de una casa en la col contry tesoro en mty nl seguimos a sus órdenes bombero luceroenriquez de bomberosnl saz cicmty,eléctrico,,71,17,3,0,https://twitter.com/Vitorr_elbomber/status/1664056912420253699#m,['https://pbs.twimg.com/media/Fxfq8UxX0AAmJYR.jpg'],,
@saz2000,Alejandro Zuñiga/Bomberos NL,"May 28, 2023 · 11:45 PM UTC",bomberos nl estación atendió reporte de incendio en vehículo zona centro de santacatarina nl,eléctrico,,8,1,0,0,https://twitter.com/saz2000/status/1662968416339206144#m,"['https://pbs.twimg.com/media/FxQM9dhWcAIZNgS.jpg', 'https://pbs.twimg.com/media/FxQM9dfXsAUrz_V.jpg']",,
@pc_mty,Protección Civil Monterrey,"May 19, 2023 · 8:29 PM UTC",se atiende reporte de un incendio de tejabanes en juan de la barrera y la via a tampico de la col reforma se trabaja en el lugar con el equipo contra incendios en conjunto con personal de bomberosnl y personal de servpublicosmty con pipas con agua información en proceso,eléctrico,,13,6,0,0,https://twitter.com/pc_mty/status/1659657573820145707#m,,['https://video.twimg.com/ext_tw_video/1659657248686088222/pu/pl/D9GERDkPbRTG9X9R.m3u8?tag=12'],
@BomberosNL,Bomberos de Nuevo León,"May 4, 2023 · 11:29 PM UTC",cada país tiene un día para honrar a los bomberos en méxico se realiza de agosto pero desde hace tiempo se estableció el de mayo como el día internacional en recuerdo de la muerte de bomberos que murieron en un incendio en australia bnl salvando vidas todos los días,eléctrico,,16,3,0,0,https://twitter.com/BomberosNL/status/1654266930306449408#m,['https://pbs.twimg.com/media/FvUjAOQaUAA9xoY.jpg'],,
@BomberosNL,Bomberos de Nuevo León,"May 3, 2023 · 1:08 AM UTC",bomberoscomunica al incendio ocurrido en una recicladora de químicos en apodaca acudieron más de elementos para sofocar el siniestro incendios de gran dimensión como estos representan desafortunadamente cuantiosos daños a nuestros equipos y vehículos,eléctrico,,18,6,1,2,https://twitter.com/BomberosNL/status/1653567048583352321#m,,['https://video.twimg.com/ext_tw_video/1653567005339860992/pu/pl/2hoRDQ9HMSTKeOkb.m3u8?tag=12'],
@saz2000,Alejandro Zuñiga/Bomberos NL,"Apr 30, 2023 · 9:34 PM UTC",buenas tardes nos encontramos atendiendo reporte de incendio en empresa recicladora área de bodegas milimex el milagro en el mpio de apodaca nl bomberos nl bomberos hg bomberos ternium bomberos gpe ayd pcnuevoleon info en proceso,eléctrico,,193,47,8,4,https://twitter.com/saz2000/status/1652788661467881472#m,['https://pbs.twimg.com/media/Fu_hC5CWwAUf_3V.jpg'],,
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 11:03 PM UTC",otra banda convectiva más se aproxima a la zona metropolitana de monterrey continúan la lluvia de manera intermitente durante la noche pm climadel alberto,lluvia,,1015,128,30,6,https://twitter.com/nelvaldez/status/1803926724000067608#m,['https://pbs.twimg.com/media/GQjVyu8asAAHW2O.jpg'],,
@nelvaldez,Nelson Valdez,"Jun 20, 2024 · 4:13 PM UTC",el monstruo convectivo que se aproxima a la zona metropolitana de monterrey intensa lluvia cerca del mediodía y extendiéndose por varias horas precaución alberto,lluvia,,2443,430,56,40,https://twitter.com/nelvaldez/status/1803823488614232558#m,['https://pbs.twimg.com/media/GQh33yXbQAAkQ_L.jpg'],,
