Usuario,Nombre,Fecha,Texto,Tipo,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Puntaje
@ZyntiaVanegas,Zyntia Vanegas,"Jun 19, 2024 · 12:26 PM UTC",en que municipio se encuentran aquí el nivel de riesgo que existe ante las lluvias canal y sky vix,lluvia,74,7,15,0,https://twitter.com/ZyntiaVanegas/status/1803403901720211680#m,['https://pbs.twimg.com/media/GQb6SglXwAARM5L.jpg'],,,0.41960448
@ABCNoticiasMX,ABCNoticias.mx,"Jun 18, 2024 · 8:33 PM UTC",almomento uanl anuncia clases en línea frente a racha de días lluviosos mañana miércoles se prevé que inicien las lluvias en nuestra entidad y es posible que se registren encharcamientos e inundaciones,inundación,11,4,2,0,https://twitter.com/ABCNoticiasMX/status/1803164090933620860#m,,,,0.558699608
@ZyntiaVanegas,Zyntia Vanegas,"Jun 17, 2024 · 1:42 PM UTC",así las condiciones de lluvia para los próximos días,lluvia,119,7,3,0,https://twitter.com/ZyntiaVanegas/status/1802698243601531318#m,['https://pbs.twimg.com/media/GQR4f5GWkAADYqe.jpg'],,,0.687917292
@DarkKnightMty,DarkKnightMty,"Jun 7, 2024 · 4:40 AM UTC",árbol le cae encima a auto en gregorio torres y lateral constitución frente a clínica y primaria anexa cuidado en esta noche de tormenta monterrey spgg pcmty pcnuevoleon cicmty nmasmonterrey,lluvia,27,9,0,0,https://twitter.com/DarkKnightMty/status/1798938170350055881#m,['https://pbs.twimg.com/media/GPccuajbMAAoU8O.jpg'],,,-0.265702665
@visionmty1,visionmty,"Jun 20, 2024 · 10:11 PM UTC",entregaremos la casa en excelente estado tec de mty el tec de mty emitió un comunicado luego de que se diera a conocer en rrss la inundación que sufrió la casa diáfana premio principal del sorteo que tendría verificativo dentro de unos dias detalles,inundación,2,4,1,0,https://twitter.com/visionmty1/status/1803913492908445884#m,"['https://pbs.twimg.com/media/GQjJsZfXIAAREAm.jpg', 'https://pbs.twimg.com/media/GQjJwOdWYAAwEYn.jpg', 'https://pbs.twimg.com/media/GQjJwOoWMAABM97.jpg', 'https://pbs.twimg.com/media/GQjJwOzWwAAExVS.jpg']",,,0.755826235
@visionmty1,visionmty,"Jun 20, 2024 · 8:31 PM UTC",cae arbol en vivienda las fuertes lluvias registradas en las últimas horas así como el viento provocaron que un árbol cayera sobre un automóvil y una vivienda impidiendo la entrada o salida de sus propietarios detalles,lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803888453240668293#m,"['https://pbs.twimg.com/media/GQiy8sPXcAE-dii.jpg', 'https://pbs.twimg.com/media/GQiy8sRXoAAxwHA.jpg']",,,-1.481619358
@visionmty1,visionmty,"Jun 20, 2024 · 6:57 PM UTC",se inunda la casa diáfana del sorteo tec la casa del sorteo tec cuyo costo oscila en los millones de pesos se inundó esta mañana tras las fuertes y constantes lluvias registradas en el estado a consecuencia de la tormenta alberto detalles,lluvia,21,6,0,1,https://twitter.com/visionmty1/status/1803864793666691479#m,,['https://video.twimg.com/ext_tw_video/1803864710250442752/pu/pl/GB1nApZ62NpRP06E.m3u8?tag=12'],,-1.558589816
@visionmty1,visionmty,"Jun 20, 2024 · 3:52 PM UTC",se desborda rio santa catarina abriran compuertas de la boca las constantes lluvias registradas por la tormenta alberto ya ha provocado al desborde del rio santa catarina y ha provocado el cierre de varios tramos de la avenida morones prieto detalles,inundación,1,1,0,0,https://twitter.com/visionmty1/status/1803818190281089404#m,['https://pbs.twimg.com/media/GQhzEzLWcAErcsK.jpg'],,,-1.456425309
@visionmty1,visionmty,"Jun 20, 2024 · 2:48 PM UTC",suman ya fallecidos y decenas de rescatados por tormenta alberto en nl la muerte por electrocución de un hombre se suma al fallecimiento de menores la suspensión de la actividad laboral y el transporte en general además de decenas de evacuados,lluvia,0,1,0,0,https://twitter.com/visionmty1/status/1803802152243966457#m,"['https://pbs.twimg.com/media/GQhkfSQWsAAKXxr.jpg', 'https://pbs.twimg.com/media/GQhkfSQX0AAsCH4.jpg', 'https://pbs.twimg.com/media/GQhkfSRW4AA9ciw.jpg']",,,-1.563279629
@visionmty1,visionmty,"Jun 20, 2024 · 4:24 AM UTC",establece samuel toque de queda el gobernador de nuevo león samuel garcía anunció esta noche lo que bien podría catalogarse como toque de queda ante las lluvias esperadas para esta noche y mañana del jueves detalles,lluvia,2,3,0,0,https://twitter.com/visionmty1/status/1803645005354979472#m,,['https://video.twimg.com/ext_tw_video/1803644975785111552/pu/pl/35cJ-o0Mj6BERvA3.m3u8?tag=12'],,0.011927992
@visionmty1,visionmty,"Jun 20, 2024 · 3:00 AM UTC",se registra derrumbe en la carretera libre a laredo como consecuencia de las intensas lluvias registradas este miércoles se registró un derrumbe a la altura del kilómetro de la carretera libre a laredo a la altura del municipio de sabinas hidalgo,lluvia,0,1,0,0,https://twitter.com/visionmty1/status/1803623848891277459#m,"['https://pbs.twimg.com/media/GQfCUP9XsAAunUB.jpg', 'https://pbs.twimg.com/media/GQfCUQBXgAAIo1i.jpg']",,,-1.605119824
@visionmty1,visionmty,"Jun 20, 2024 · 1:53 AM UTC",no acatan indicaciones en garcia a pesar de las recomendaciones hechas por diferentes medios para evitar ponerse en riesgo y no obstante el fallecimiento de menores a causa de las lluvias otros menores fueron vistos en el arroyo de la col urbivilla en el municipio de garcía,lluvia,1,0,0,0,https://twitter.com/visionmty1/status/1803607133801345080#m,['https://pbs.twimg.com/media/GQezIAsWoAAbcPh.jpg'],,,-1.341552377
@visionmty1,visionmty,"Jun 20, 2024 · 1:39 AM UTC",se incrementa a el numero de fallecidos por lluvia dos menores de edad fallecieron electrocutados esta tarde en allende luego de que pasearan en bicicletas por la calle y al tocar un cable que sostenia un poste recibieron una descarga eléctrica mas,lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803603573957107923#m,['https://pbs.twimg.com/media/GQevueYXoAA7srU.jpg'],,,-0.619723678
@visionmty1,visionmty,"Jun 20, 2024 · 12:55 AM UTC",primera víctima de la tormenta alberto por stibaliz ruizurquijo pese a la insistencia de permanecer en casa y que todos los medios de comunicación alertan de los riesgos de la tormenta alberto ya ha cobrado su primera victima mortal detalle,lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803592590341628399#m,['https://pbs.twimg.com/media/GQel4bkWgAAblch.jpg'],,,-1.046581149
@visionmty1,visionmty,"Jun 20, 2024 · 12:54 AM UTC",guarderías del imss si abrirán mañana jueves a pesar de los pronósticos de lluvia para este miércoles y el resto del fin de semana las guarderías del imss en la entidad si laborarán de manera normal detalle,lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803592139697234052#m,,,,-0.541735351
@visionmty1,visionmty,"Jun 20, 2024 · 12:33 AM UTC",cierres viales suspensión de servicio urbano de varias rutas precauciones tormenta alberto por stibaliz ruizurquijo autoridades de pcnuevoleon ha dado a conocer los cierres viales que ya se implementaron en el área metropolitana de monterrey seguimos actualizando,lluvia,2,1,0,0,https://twitter.com/visionmty1/status/1803586849992311039#m,['https://pbs.twimg.com/media/GQegjZ6WEAAupuo.jpg'],,,-0.628582716
@visionmty1,visionmty,"Jun 20, 2024 · 12:25 AM UTC",mas rutas de camiones anuncian suspensión de operaciones más rutas de transporte urbano anunciaron la suspensión de su servicio a partir de las pm debido a las lluvias registradas en todo el estado se recomienda tomar alternativas y las precauciones necesarias,lluvia,1,1,0,0,https://twitter.com/visionmty1/status/1803584830476517838#m,['https://pbs.twimg.com/media/GQeez6uWsAAUivO.jpg'],,,-1.163936734
@visionmty1,visionmty,"Jun 20, 2024 · 12:09 AM UTC",cerrarán oficinas de agua y drenaje la paraestatal agua y drenaje de monterrey dio a conocer que sus oficinas comerciales permanecerán cerradas el día de mañana an te la presencia de las lluvias sin embargo los pagos podrán hacerlo por medio de la aplicación,lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803580834672173379#m,['https://pbs.twimg.com/media/GQebJAGWgAA6bg2.jpg'],,,-0.930896759
@visionmty1,visionmty,"Jun 19, 2024 · 7:39 PM UTC",comienzan las lluvias en nuevo leon ante la llegada de la tormenta tropical alberto y los pronósticos ya dados en días anteriores comienzan las lluvias en diferentes partes del estado pcnuevoleon dio algunas recomendaciones nota completa,lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803512970107846938#m,['https://pbs.twimg.com/media/GQddT_gWMAAQWXN.jpg'],,,0.919952989
@visionmty1,visionmty,"Jun 17, 2024 · 5:13 PM UTC",atónitos home office por stibaliz ruizurquijo pero volvemos a lo mismo cuantas personas siguen sin luz días enteros semanas el calor insoportable no no la tenemos fácil nadie editorial completo,eléctrico,0,0,0,0,https://twitter.com/visionmty1/status/1802751392995492082#m,['https://pbs.twimg.com/media/GQSoz17X0AAe02a.jpg'],,,-1.663573146
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 3:21 AM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,lluvia,1302,200,41,21,https://twitter.com/LCAlatorre/status/1803991611027714464#m,,,,-0.755045891
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 9:39 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,lluvia,1787,232,85,19,https://twitter.com/LCAlatorre/status/1803905509847671128#m,['https://pbs.twimg.com/media/GQjCf8FXIAAzruy.jpg'],,,-0.755045891
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 5:46 PM UTC",equipo de emergencia de conagua apoyando con bombeo para mitigar los efectos de encharcamientos e inundaciones en diferentes partes de la zmm somosconagua,inundación,117,21,3,0,https://twitter.com/LCAlatorre/status/1803846933456253127#m,,['https://video.twimg.com/ext_tw_video/1803846879400153088/pu/pl/ryBW0o4ZgDJwYHMe.m3u8?tag=12'],,0.859230101
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 · 12:47 AM UTC",de alcanzar sus niveles máximos de almacenamiento por la llegada de la tormenta tropical alberto la presa rodrigo gómez la boca en nuevo león podría abrir sus compuertas de manera paulatina informó la comisión nacional del agua conagua,lluvia,104,14,17,3,https://twitter.com/LCAlatorre/status/1803590404132032570#m,,,,-0.006468281
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 · 7:25 PM UTC",se observan chubascos y lluvias fuertes en la imagen de radar de esta tarde en regiones de nuevoleón y tamaulipas,lluvia,47,3,0,0,https://twitter.com/LCAlatorre/status/1803509553243496770#m,['https://pbs.twimg.com/media/GQdaYQPXQAAh_H9.jpg'],,,-0.557499588
@conagua_clima,CONAGUA Clima,"Jun 19, 2024 · 2:05 PM UTC",se prevén lluvias torrenciales en coahuila hidalgo nuevoleón puebla querétaro sanluispotosí tamaulipas y veracruz más información en,lluvia,208,52,5,2,https://twitter.com/conagua_clima/status/1803428910815911980#m,,,['https://video.twimg.com/tweet_video/GQcRBnKaIAIbRUJ.mp4'],-0.284746438
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 · 1:33 PM UTC",hoy inicia el pronóstico de lluvias junio pendientes presa la boca namo lluvias esc almacenamiento mm presa cerro prieto esc almacenamiento mm presa el cuchillo esc almacenamiento mm,lluvia,293,74,9,6,https://twitter.com/LCAlatorre/status/1803420886902432101#m,,,,-0.144495964
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 · 1:00 PM UTC",aviso potencial ciclón tropical uno junio am nota empieza la jornadas de lluvias generalizadas a partir de la tarde de hoy pendientes y atentos somosconagua ocrb,lluvia,19,4,0,0,https://twitter.com/LCAlatorre/status/1803412423090561492#m,['https://pbs.twimg.com/media/GQcCCpAXIAAVhiX.jpg'],,,-0.299874157
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 18, 2024 · 6:28 PM UTC",el potencialciclóntropical uno se localiza km al oestenoroeste de celestún yucatán y a km al estesureste de la pesca tamaulipas sus bandas nubosas mantendrán lluvias de intensas a torrenciales mayor información ensmnconaguagobmxespronos,lluvia,15,3,0,0,https://twitter.com/LCAlatorre/status/1803132579018834364#m,['https://pbs.twimg.com/media/GQYDhPtaIAEFBr7.jpg'],,,-0.441132009
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 18, 2024 · 2:11 PM UTC",para hoy se prevén lluvias intensas en campeche chiapas oaxaca puebla quintanaroo tamaulipas veracruz y yucatán más información en gobmxconaguaprensa,lluvia,7,1,0,0,https://twitter.com/LCAlatorre/status/1803068106425647142#m,['https://pbs.twimg.com/media/GQXI4yGWAAEgfQ0.jpg'],,,0.330922157
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 18, 2024 · 1:20 PM UTC",registren estos niveles a ver como terminamos después de las lluvias tan esperadas presa la boca namo lluvias esc alm mm presa cerro prieto esc alm mm presa el cuchillo esc alm mm,lluvia,573,170,35,4,https://twitter.com/LCAlatorre/status/1803055222891192427#m,,,,0.274410576
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 17, 2024 · 1:19 PM UTC",buen díaanimo dependemos de un ciclón presa la boca namo lluvias esc almacenamiento mm presa cerro prieto esc almacenamiento mm presa el cuchillo esc almacenamiento mm datos a las,lluvia,108,23,13,2,https://twitter.com/LCAlatorre/status/1802692651210215871#m,,,,0.880001366
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 15, 2024 · 1:51 PM UTC",buenos días nl presa la boca namo lluvias esc almacenamiento mm presa cerro prieto esc almacenamiento mm presa el cuchillo esc almacenamiento mm datos a las hrs junio,lluvia,45,7,1,1,https://twitter.com/LCAlatorre/status/1801975916307910926#m,,,,-1.002386093
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 14, 2024 · 1:47 PM UTC",presa la boca namo lluvias esc almacenamiento mm presa cerro prieto esc almacenamiento mm presa el cuchillo esc almacenamiento mm datos a las hrs junio,lluvia,32,10,5,2,https://twitter.com/LCAlatorre/status/1801612366980723030#m,,,,-0.835387766
@IdentidadNL,Identidad Nuevo León,"Jun 21, 2024 · 4:07 AM UTC",entra en acción en black hawk para rescatar familia el helicóptero adquirido a por fuerzacivil fue utilizado para rescatar a una familia que vive al interior de la huasteca alberto tormentatropical lluvias nuevoleón samuelgarcias mtyfollow identidadnlcom,lluvia,1,2,0,1,https://twitter.com/IdentidadNL/status/1804003194353188896#m,,['https://video.twimg.com/ext_tw_video/1804002414963388416/pu/pl/uUXp9Se2Cm4xfgIe.m3u8?tag=12'],,0.614767611
@IdentidadNL,Identidad Nuevo León,"Jun 21, 2024 · 2:30 AM UTC",el reporte del gobernathor sobre el paso de la tormenta alberto por nuevo león comedia marcopolo nuevoleon identidadnlcom,lluvia,1,0,0,0,https://twitter.com/IdentidadNL/status/1803978669787943153#m,,,,0.404853523
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 8:56 PM UTC",abren compuertas de presa laboca inició un trasvase controlado al llegar a de su llenado antes del impacto de la tormentatropical alberto el embalse registraba el de su capacidad lluvias santiagonuevoleón conaguamx mtyfollow idenitdadnlcom,lluvia,1,0,0,0,https://twitter.com/IdentidadNL/status/1803894737729978670#m,"['https://pbs.twimg.com/media/GQi3upsXYAAgryO.jpg', 'https://pbs.twimg.com/media/GQi3upuXAAAKv6z.jpg', 'https://pbs.twimg.com/media/GQi3uptWMAEkAYC.jpg', 'https://pbs.twimg.com/media/GQi3uptWwAEi6Gw.jpg']",,,-1.051716328
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 8:34 PM UTC",caballo es rescatado del río santa catarina a la altura de la colonia las sabinitas en guadalupe un equino que estaba amarrado a un árbol fue puesto a salvo por elementos de pcnuevoleon tormentatropical lluvias rescate mtyfollow identidadnlcom,lluvia,9,0,1,0,https://twitter.com/IdentidadNL/status/1803889088971592149#m,,['https://video.twimg.com/ext_tw_video/1803888988693929984/pu/pl/rSuSTBlxCgdrzO7H.m3u8?tag=12'],,-1.036771297
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 8:13 PM UTC",adiós a la casa del tec la residencia que seria el primer premio del popular sorteo con valor de millones de pesos fue afectada seriamente por las lluvias sorteotec alberto tormentatropical monterrey mtyfollow identidadnlcom,lluvia,3,0,0,1,https://twitter.com/IdentidadNL/status/1803883881348894876#m,,['https://video.twimg.com/ext_tw_video/1803883825514024961/pu/pl/FI1gOzEOUYUOOqJU.m3u8?tag=12'],,-1.063942671
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 8:06 PM UTC",se organizan vecinos para ponerse a salvo en montemorelos un rescate de personas en riego de dio en el ejido gil de leyva ante la creciente del agua tormentatropical alberto nuevoleón mtyfollow identidadnlcom,lluvia,8,2,0,0,https://twitter.com/IdentidadNL/status/1803882071586214294#m,,['https://video.twimg.com/ext_tw_video/1803881820737462273/pu/pl/POZDKl8xta_v_lIo.m3u8?tag=12'],,-0.692940414
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 7:33 PM UTC",rescatan a personas de la alianza elementos de fuerza civil llevaron a un albergue a habitantes de la colonia la alianza que estaban en riesgo en su domicilio fuerzacivil refugio laalianza tormentatropical lluvias alberto mtyfollow identidadnlcom,lluvia,2,0,0,0,https://twitter.com/IdentidadNL/status/1803873829132915158#m,"['https://pbs.twimg.com/media/GQilJVyWsAAf3oC.jpg', 'https://pbs.twimg.com/media/GQilLxCWkAABiJ4.jpg', 'https://pbs.twimg.com/media/GQilOxDWYAA1GSe.jpg', 'https://pbs.twimg.com/media/GQilQHCWMAAafhu.jpg']",,,-0.454002649
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 4:27 PM UTC",reactiva metrorrey su servicio el servicio fue autorizado desde las de la mañana y hasta las de la noche la suspensión de la jornada laboral continúa todo el jueves proteccióncivil tormentatropical alberto mtyfollow identidadnlcom,lluvia,1,0,0,0,https://twitter.com/IdentidadNL/status/1803826958855192618#m,['https://pbs.twimg.com/media/GQh7DzlXcAQnB3N.jpg'],,,-0.446816683
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 4:18 PM UTC",río santa catarina se desborda presa la boca se llena en algunos puntos de su cause el río se desbordó y mantiene un llenado del la presa la boca abriría sus compuertas al mediodía mtyfollow alberto tormentatropical proteccióncivil identidadnlcom,inundación,10,5,0,0,https://twitter.com/IdentidadNL/status/1803824665338454039#m,,['https://video.twimg.com/ext_tw_video/1803824593276223488/pu/pl/RrVkpn0ksstT22zC.m3u8?tag=12'],,-1.40051949
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 2:22 AM UTC",lluvias dos menores de años de edad perdieron la vida mientras jugaban en sus bicicletas bajo la lluvia y tocaron unos cables eléctricos en el municipio de allende mtyfollow qepd albert tormentatropical identidadnlcom,lluvia,2,1,0,0,https://twitter.com/IdentidadNL/status/1803614339514941907#m,['https://pbs.twimg.com/media/GQe5rvHXoAAnk-l.jpg'],,,-1.108371735
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 12:56 AM UTC",ultimahora muere menor ahogado en río la silla el pequeño de años es la primera víctima mortal de la tormenta tropical que apenas llega a nuevo león mtyfollow riolasilla tormentaalbert qepd identidadnlcom,lluvia,2,1,0,0,https://twitter.com/IdentidadNL/status/1803592667726557588#m,,,,-1.425346375
@IdentidadNL,Identidad Nuevo León,"Jun 19, 2024 · 6:34 PM UTC",llegan las lluvias a nuevo león las primeras precipitaciones del potencial ciclón ya se registran en la zona del municipio de linares lluvia ciclon nuevoleón precaución mtyfollow identidadnlcom,lluvia,1,1,0,0,https://twitter.com/IdentidadNL/status/1803496668694016253#m,,['https://video.twimg.com/ext_tw_video/1803496635034411008/pu/pl/eurPLfMLa1m7Ayu1.m3u8?tag=12'],,-0.708900452
@IdentidadNL,Identidad Nuevo León,"Jun 19, 2024 · 2:01 PM UTC",alerta hoy llegan las lluvias a nuevo león el gobernador samuel garcía anunció que se esperan lluvias intensas para las de la tarde gracias al potencial ciclón que se forma en el golfo samuelgarcias ayd saludnl lluvias tormenta mtyfollow identidadnlcom,lluvia,2,1,0,0,https://twitter.com/IdentidadNL/status/1803427996176371971#m,['https://pbs.twimg.com/media/GQcPVC3WMAAn5TP.jpg'],,,-0.348935068
@IdentidadNL,Identidad Nuevo León,"Jun 18, 2024 · 4:27 PM UTC",inseguridad asesinan a agente de tránsito en pesquería mientras hacía sus funciones matutinas un auto versa color gris se acercó y abrió fuego contra el oficial con un arma larga dejándolo tendido sobre el asfalto mtyfollow pesqueria qepd identidadnlcom,incendio,0,2,0,0,https://twitter.com/IdentidadNL/status/1803102331350687981#m,['https://pbs.twimg.com/media/GQXnmphW8AEv6y_.jpg'],,,-1.760520458
@IdentidadNL,Identidad Nuevo León,"Jun 17, 2024 · 10:29 PM UTC",dentro de las previsiones por la llegada de fuertes lluvias al estado samuel garcía anunció que se cancelarán las clases y algunos trabajos últimahora lluvias huracán sequía mtyfollow identidadnlcom,lluvia,3,2,0,0,https://twitter.com/IdentidadNL/status/1802830834266960222#m,['https://pbs.twimg.com/media/GQTwt1vXkAAI_DK.jpg'],,,-1.19302702
@IdentidadNL,Identidad Nuevo León,"Jun 17, 2024 · 7:47 PM UTC",esta tarde el gobernador samuelgarcias anunciará los planes del estado ante la inminente llegada de fuertes lluvias para la próxima semana lluvias huracán nuevoleón mtyfollow identidadnlcom,lluvia,6,1,1,0,https://twitter.com/IdentidadNL/status/1802790240748491109#m,,['https://video.twimg.com/ext_tw_video/1802790209639063552/pu/pl/fD5UDJj_KsS0dXv9.m3u8?tag=12'],,-0.66761291
@IdentidadNL,Identidad Nuevo León,"Jun 15, 2024 · 1:18 PM UTC",una explosión por acumulación de gas en escobedo dejó una vivienda destrozada y personas heridas la onda expansiva dañó un total de domicilios explosión escobedo alerta proteccióncivil pcnuevoleon mtyfollow identidadnlcom,incendio,1,0,0,0,https://twitter.com/IdentidadNL/status/1801967436326908024#m,,['https://video.twimg.com/ext_tw_video/1801967361542545408/pu/pl/DMafFisQ3IMH1hAB.m3u8?tag=12'],,-1.916298509
@IdentidadNL,Identidad Nuevo León,"Jun 15, 2024 · 6:32 AM UTC",así se alejó claudia sheinbaum de lugar donde sus elementos de avanzada chocaron a un vehículo resultando una persona sin vida y una más con lesiones de consideración claudia amlo monclova pastadeconchos qepd accidente identidasnlcom video funesta,problema vial,0,0,0,0,https://twitter.com/IdentidadNL/status/1801865318987415811#m,,['https://video.twimg.com/ext_tw_video/1801863037961351168/pu/pl/U3b2dDLBprkuKn5K.m3u8?tag=12'],,-1.684849858
@IdentidadNL,Identidad Nuevo León,"Jun 14, 2024 · 6:47 PM UTC",muere elemento de avanzada de claudia sheinbaum en accidente carretero cuando se dirigían a la gira en donde acompañará al presidente amlo sobrevino un accidente y la presidenta electa llegó al lugar a prestar auxilio claudia qepd amlo mtyfollow identidadnlcom,problema vial,0,1,0,0,https://twitter.com/IdentidadNL/status/1801688011966713983#m,['https://pbs.twimg.com/media/GQDhM05WkAAvHWk.jpg'],,,-0.877089381
@IdentidadNL,Identidad Nuevo León,"Jun 14, 2024 · 3:30 PM UTC",inicia la euro copa alemania la fiesta del futbol europeo inicia hoy con un choque entre las selecciones de alemania y escocia en punto de las horas tiempo de méxico euro eurocopa alemania tonykross escocia futbol tendencia identidadnlcom,problema vial,0,0,0,0,https://twitter.com/IdentidadNL/status/1801638297153753306#m,['https://pbs.twimg.com/media/GQC0dbTWEAArVdm.jpg'],,,0.625463724
@IdentidadNL,Identidad Nuevo León,"Jun 10, 2024 · 7:56 PM UTC",formación de tornado en zuazua nl vecinos captaron la nubosidad llamada cumulus nimbus que presede la formación de este fenomeno el banco de nubes avanzó hacia el sur del estado tornado tormenta riesgo alerta mtyfollow identidadnlcom,lluvia,5,1,0,0,https://twitter.com/IdentidadNL/status/1800255703698780601#m,,['https://video.twimg.com/ext_tw_video/1800255684434423808/pu/pl/3Sgv5In5z3PujwsP.m3u8?tag=12'],,-1.168207526
@IdentidadNL,Identidad Nuevo León,"Jun 9, 2024 · 2:38 AM UTC",lamentable momento del accidente en el rich de san luis potosí donde perdieron la vida dos personas instantáneamente y otras resultaron heridas de gravedad sanluispotosí rich accidente lesionados qepd mtyfollow identidadnlcom,problema vial,22,6,1,0,https://twitter.com/IdentidadNL/status/1799632160669970820#m,,['https://video.twimg.com/ext_tw_video/1799631589145534464/pu/pl/RO5m6sdRpIN2e-Mm.m3u8?tag=12'],,-1.833623409
@IdentidadNL,Identidad Nuevo León,"Jun 9, 2024 · 2:27 AM UTC",trenazo tren embiste camión de personal en garcía nl a pesar de lo aparatoso del accidente solo una persona resultó con lesiones menores accidente garcíanl viral vecinosgarcia cuidadoconeltren pcnuevoleon mtyfollow desdecamion identidadnlcom,problema vial,3,0,0,0,https://twitter.com/IdentidadNL/status/1799629317036441750#m,,['https://video.twimg.com/ext_tw_video/1799628793620914176/pu/pl/C6ky-tN6omr1NNXm.m3u8?tag=12'],,-1.162830591
@IdentidadNL,Identidad Nuevo León,"Jun 8, 2024 · 11:15 PM UTC",peligro en la sierra de santiago nl la lluvia y los escurrimientos mantienen en alerta a las comunidades de las partes altas del municipio riesgo inundaciones lluvia santiago nuevoleón mtyfollow identidadnlcom,lluvia,0,0,0,0,https://twitter.com/IdentidadNL/status/1799581023316983940#m,,['https://video.twimg.com/ext_tw_video/1799580999501668353/pu/pl/NbPfLmr9_YuHRNMU.m3u8?tag=12'],,-0.36912176
@IdentidadNL,Identidad Nuevo León,"Jun 7, 2024 · 5:24 AM UTC",reportan desplome de un elevador en el tec de monterrey unidades de rescate se dirigen al lugar se desconoce si hay lesionados tecdemonterrey caidadeelevador accidente mtyfollow identidadnlcom,problema vial,1,2,0,0,https://twitter.com/IdentidadNL/status/1798949109292003472#m,,['https://video.twimg.com/ext_tw_video/1798948670081249280/pu/pl/qbZHxomUdfQ4dAwi.m3u8?tag=12'],,-1.559245229
@IdentidadNL,Identidad Nuevo León,"Jun 7, 2024 · 5:17 AM UTC",sacude tromba a monterrey y área metropolitana inundaciones árboles caídos postes derribados y muchos sectores sin luz fue el saldo de una tromba que azotó monterrey lluvia tromba pcnuevoleon pcmty sanpedro identidaanlcom mtyfollow,eléctrico,8,5,0,0,https://twitter.com/IdentidadNL/status/1798947260941910434#m,,['https://video.twimg.com/ext_tw_video/1798947179333312513/pu/pl/DXWC8x9qV-VCzcIL.m3u8?tag=12'],,-1.768906713
@IdentidadNL,Identidad Nuevo León,"Jun 5, 2024 · 12:16 AM UTC",mujer muere golpeada por locomotora empress accidente tren kcsg,problema vial,1,0,0,0,https://twitter.com/IdentidadNL/status/1798146726240624701#m,,,,-1.807838917
@josuegonzaleztv,Josué González,"Jun 21, 2024 · 4:40 AM UTC",incendio de auto en rangel frías y linconl mtyfollow rayelizalder,incendio,38,12,2,1,https://twitter.com/josuegonzaleztv/status/1804011485879804288#m,,['https://video.twimg.com/ext_tw_video/1804011461867352065/pu/vid/avc1/364x640/yca48vYAJ9cLdwOC.mp4?tag=12'],,-1.608917356
@MtyFollow,MtyFollow®,"Jun 21, 2024 · 3:59 AM UTC",fuertes lluvias se llevan carro se recomienda discreción,lluvia,44,3,2,1,https://twitter.com/MtyFollow/status/1804001204071989508#m,,['https://video.twimg.com/amplify_video/1804001140171747328/vid/avc1/220x400/Mn75OHkRv0z1ZYnx.mp4?tag=16'],,0.187722355
